AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,EventId
0.466736942,0.30121626,0.247789095,0.228030773,0.368108185,0.370140159,0.400155667,0.363067754,0.374102375,0.346101417,0.708854419,0.363042127,0.309759319,0.401201817,left
0.469038035,0.315659534,0.248166299,0.228742202,0.410810741,0.38606963,0.399117229,0.364921311,0.370512105,0.350176953,0.716858373,0.372412145,0.305987536,0.400978929,left
0.471339127,0.322691175,0.247956706,0.229311324,0.433243351,0.394169065,0.405089731,0.377896652,0.376974774,0.342841194,0.723661829,0.375680447,0.318010374,0.401646746,left
0.474476836,0.310718205,0.246867077,0.22908361,0.424324039,0.398218268,0.428719636,0.394810305,0.396122581,0.351806547,0.725062568,0.369361287,0.34276264,0.406319772,left
0.464644605,0.300265921,0.244897093,0.227433147,0.401891429,0.39902852,0.441703078,0.3971267,0.407371518,0.382232875,0.732466369,0.365874711,0.348891674,0.409880051,left
0.462761821,0.305207251,0.24548389,0.225583367,0.387297315,0.39038926,0.424305779,0.386237438,0.401387886,0.388753319,0.737568627,0.370232723,0.34158379,0.404317167,left
0.463389681,0.301025903,0.246699307,0.225725674,0.386216498,0.38606963,0.419111611,0.380213047,0.385591059,0.355337851,0.731665783,0.363259571,0.339226538,0.394081258,left
0.456694363,0.2985556,0.245819271,0.227916862,0.389729667,0.391198484,0.435730576,0.385542078,0.382240079,0.351806547,0.727663806,0.350838695,0.340641068,0.394526187,left
0.458996252,0.317369855,0.246783272,0.228799103,0.398648979,0.396057939,0.436509899,0.38461552,0.38942062,0.379244769,0.73056531,0.344737395,0.341112429,0.399421253,left
0.460460728,0.320980854,0.247244281,0.228429082,0.415405757,0.39902852,0.417813069,0.377664571,0.383197242,0.370008334,0.728464201,0.346698542,0.332626143,0.398531395,left
0.464853361,0.313758856,0.247034688,0.228912906,0.417026982,0.388768756,0.400415771,0.383688962,0.377214065,0.344199706,0.724962543,0.36740014,0.32743983,0.402759492,left
0.479707678,0.301596251,0.247160475,0.224473521,0.385405371,0.376889517,0.365878805,0.402224533,0.429152888,0.361315098,0.751575641,0.411635919,0.376237322,0.425011028,right
0.473849772,0.300456279,0.245944899,0.225156553,0.392702428,0.379860098,0.352376144,0.37743249,0.405696028,0.343656509,0.748974595,0.448245383,0.372465539,0.416332793,right
0.467782314,0.309578232,0.243891269,0.224274312,0.389729667,0.370410586,0.352116535,0.36538459,0.396840908,0.319750108,0.740970641,0.459577378,0.351485055,0.398976324,right
0.474476836,0.325161478,0.245148668,0.224957344,0.383243737,0.371760663,0.379122352,0.374189538,0.390138948,0.318119997,0.736468155,0.444977081,0.334747714,0.392745623,right
0.476569173,0.3232608,0.245609677,0.225298752,0.386486187,0.392008736,0.406647388,0.387627275,0.373863085,0.325998954,0.738169162,0.445630244,0.338283817,0.401868787,right
0.473431464,0.305396884,0.24502288,0.223932796,0.406757164,0.406317703,0.407426711,0.387859356,0.375299284,0.317576799,0.736568371,0.455654254,0.339934027,0.404094279,right
0.475523005,0.30083627,0.244897093,0.223875894,0.412431966,0.40766778,0.401454209,0.386237438,0.396122581,0.315946688,0.73636832,0.44911765,0.339462218,0.402091675,right
0.470084203,0.305967232,0.243220666,0.224900443,0.396216627,0.414417138,0.403011866,0.400833814,0.409047008,0.334963272,0.74007022,0.425800497,0.348420314,0.400756888,right
0.4615061,0.301786609,0.242717675,0.224502026,0.387568034,0.415767215,0.405869054,0.404540928,0.406892937,0.344199706,0.738169162,0.393985594,0.346298742,0.389630272,right
0.462133961,0.297985252,0.244436083,0.224331213,0.391621611,0.397947842,0.403011866,0.389017994,0.400430723,0.342297996,0.738969367,0.382217881,0.343469681,0.384512318,right
0.472803604,0.302546591,0.245944899,0.225412663,0.390810484,0.385259378,0.390807747,0.394810305,0.406414356,0.346373533,0.749174646,0.406624744,0.363271763,0.409435122,right
0.47426808,0.308627893,0.246825094,0.225213454,0.393242836,0.384988952,0.378862742,0.404540928,0.410722498,0.351806547,0.753676751,0.429287074,0.378358893,0.425678845,right
0.472175744,0.317559488,0.248459698,0.22492884,0.403242965,0.380939748,0.373669069,0.389944552,0.389181786,0.347459929,0.751175539,0.434734797,0.370343968,0.419225256,right
0.488703293,0.326301451,0.249717097,0.22595328,0.392702428,0.375270041,0.367436957,0.388785913,0.380804335,0.345015021,0.756177963,0.441272231,0.375765961,0.431908699,right
0.497698907,0.327062156,0.249381876,0.226124092,0.382973018,0.380669322,0.374708001,0.414967793,0.412876569,0.367020228,0.764382349,0.447809665,0.399575506,0.456608615,right
0.491004385,0.323831148,0.249339893,0.225526466,0.390810484,0.397138618,0.415216974,0.425625857,0.439444663,0.387938005,0.764982502,0.447373947,0.403818649,0.456608615,right
0.481171358,0.323831148,0.250597293,0.226038686,0.394053964,0.41630704,0.440145421,0.418674907,0.439444663,0.380603281,0.761680705,0.443015934,0.388967649,0.441254751,right
0.479079818,0.321170488,0.250261912,0.226437103,0.405134909,0.423056398,0.423785571,0.411028598,0.427716233,0.350448035,0.750775437,0.426671934,0.363271763,0.42478814,right
0.482427079,0.320220149,0.249423699,0.225981785,0.410270333,0.410637333,0.394962488,0.383688962,0.388223712,0.318935311,0.729064736,0.399869036,0.323196238,0.399199213,right
0.477405789,0.333333092,0.251896515,0.226977828,0.397567133,0.396598793,0.376785372,0.357738722,0.353039788,0.303722148,0.719459801,0.399869036,0.307637747,0.385403023,right
0.484937724,0.348916338,0.256926113,0.229311324,0.403783373,0.388768756,0.370033546,0.364921311,0.366921834,0.314044978,0.732065885,0.432556206,0.330504122,0.401868787,right
0.503556813,0.353477677,0.260321107,0.230961895,0.425405885,0.382019399,0.358348646,0.371408981,0.377692646,0.321651818,0.74007022,0.450860523,0.346063062,0.421450748,right
0.503765569,0.353668034,0.260572523,0.231844028,0.422702814,0.377699769,0.345364709,0.357275443,0.365007053,0.312686983,0.738469429,0.44911765,0.350070973,0.427013632,right
0.505439598,0.360889309,0.261410736,0.232754665,0.412431966,0.38606963,0.361724064,0.359823919,0.377453355,0.325998954,0.745472746,0.461974244,0.368222396,0.439697075,right
0.509833027,0.358039015,0.262290932,0.232242445,0.409189516,0.402267472,0.394962488,0.385078799,0.406892937,0.353980373,0.754877439,0.484636574,0.384959737,0.454828899,right
0.494769954,0.332382753,0.25814153,0.229965851,0.397297443,0.404967626,0.40794593,0.398980698,0.422450928,0.362944692,0.750875272,0.479624569,0.379773873,0.443702284,right
0.479498126,0.309958223,0.253656906,0.227490048,0.381351793,0.400647996,0.408725253,0.386932798,0.420775438,0.345830335,0.736468155,0.448899376,0.355256838,0.415220047,right
0.476150865,0.308057544,0.252022303,0.22595328,0.375675961,0.396057939,0.400674886,0.373262097,0.405457193,0.328443862,0.730265043,0.424710787,0.330032762,0.400978929,right
0.47364022,0.305967232,0.250345877,0.224985741,0.392702428,0.393088386,0.389249101,0.37164018,0.392531854,0.327628548,0.733266573,0.411635919,0.327204149,0.394526187,right
0.468619727,0.297415628,0.250010496,0.224644225,0.418378517,0.399568345,0.399376344,0.385078799,0.399473561,0.32980134,0.732866471,0.408585891,0.341819919,0.387627668,right
0.467573558,0.305587242,0.251728904,0.225327257,0.402702557,0.395248715,0.408206034,0.397822059,0.407851011,0.324368325,0.730765362,0.411854193,0.341348109,0.389630272,right
0.475314249,0.322500818,0.252651082,0.226465608,0.381351793,0.383369476,0.401973428,0.390407831,0.401387886,0.313773379,0.734367046,0.415340769,0.332154333,0.394971116,right
0.479916434,0.327442147,0.253028286,0.227717654,0.402162148,0.392548561,0.400415771,0.380213047,0.397558324,0.322738214,0.737368576,0.419045619,0.334040225,0.400089071,right
0.481799219,0.324211139,0.255207704,0.228486092,0.424594758,0.39902852,0.396780249,0.381139604,0.405696028,0.343656509,0.738469429,0.424275069,0.346298742,0.399421253,right
0.485983096,0.327822138,0.257806308,0.228628291,0.421080559,0.389039183,0.385354463,0.388090554,0.415988715,0.350991233,0.745172478,0.43386336,0.362329042,0.397863578,right
0.491632246,0.342075054,0.257806308,0.228998312,0.402973276,0.382829651,0.376006049,0.384152241,0.407611264,0.350176953,0.751075704,0.443233378,0.371522818,0.405429066,right
0.501674029,0.347586732,0.256968095,0.229055214,0.387837723,0.369600334,0.372630631,0.374884015,0.397798071,0.350991233,0.751976125,0.458269393,0.370580097,0.421673637,right
0.505857906,0.335993752,0.256968095,0.227603851,0.381621483,0.357991521,0.387431339,0.392261829,0.416467296,0.353980373,0.755277542,0.47286969,0.375529832,0.439030106,right
0.502720197,0.320030515,0.255375315,0.225497961,0.382161891,0.380939748,0.409244472,0.419833546,0.430828378,0.352892943,0.752676495,0.46175597,0.379066383,0.438362288,right
0.493723786,0.309578232,0.250681098,0.223705191,0.385405371,0.41198741,0.409244472,0.418211628,0.414552059,0.349089523,0.741070476,0.424275069,0.358792491,0.415887864,right
0.48075305,0.301596251,0.247663307,0.221969213,0.39189233,0.417386691,0.401454209,0.404540928,0.406175521,0.347732045,0.734067159,0.395292749,0.34299832,0.395860974,right
0.473431464,0.297985252,0.248669291,0.222339234,0.410270333,0.410906732,0.397818687,0.402455731,0.412637735,0.348275243,0.737969111,0.390280744,0.352663906,0.395416045,right
0.469874651,0.306727214,0.248711273,0.224388115,0.414054221,0.405507451,0.384835244,0.394578224,0.400909304,0.348546325,0.73866948,0.388537871,0.353606627,0.398531395,right
0.475732557,0.322691175,0.249004672,0.226095587,0.395405499,0.393088386,0.375746439,0.38531088,0.38774513,0.345558219,0.737668843,0.387229886,0.354314116,0.39697372,right
0.479707678,0.328011772,0.251728904,0.226892422,0.380810355,0.380399923,0.386653005,0.385774159,0.396840908,0.346373533,0.743071369,0.395075305,0.368929886,0.398753436,right
0.476569173,0.313758856,0.251393683,0.225583367,0.385945779,0.394438464,0.411841556,0.395736863,0.415510133,0.348818441,0.736868638,0.39115218,0.361621552,0.395638933,right
0.488284985,0.302546591,0.249591309,0.223022158,0.393242836,0.42386665,0.425863436,0.408480123,0.429391723,0.346916731,0.721460694,0.367618414,0.341819919,0.387850556,right
0.494142094,0.301976242,0.24992669,0.221883915,0.388378131,0.419006166,0.409503587,0.404773009,0.427237652,0.345015021,0.724962543,0.367181865,0.344648531,0.392078653,right
0.479079818,0.293424637,0.247244281,0.220774069,0.382973018,0.396868191,0.394962488,0.389712471,0.410243917,0.345287137,0.737168525,0.391806173,0.354077987,0.395193156,right
0.464853361,0.283352345,0.24200509,0.218924289,0.385134652,0.397678443,0.402492647,0.38438344,0.399952142,0.340940519,0.737168525,0.391588728,0.356199559,0.3765019,right
0.462343513,0.286392996,0.242214683,0.218611278,0.391350892,0.404698227,0.396000926,0.388785913,0.402824541,0.345830335,0.743771739,0.382436155,0.363743124,0.368936412,right
0.467991866,0.28924329,0.245861094,0.219322707,0.387297315,0.389848407,0.374188288,0.392029749,0.406414356,0.367834508,0.764282132,0.400740472,0.379066383,0.391410836,right
0.467991866,0.279931341,0.2456515,0.218412069,0.377837594,0.372569887,0.376265658,0.405468368,0.418381621,0.387122691,0.777988879,0.421878203,0.403347289,0.408767305,right
0.47364022,0.276510699,0.245190491,0.217131464,0.377297186,0.387418679,0.403011866,0.433966643,0.450694512,0.403965966,0.788794312,0.436914218,0.430692487,0.425900886,right
0.48577434,0.280501689,0.246950882,0.216448486,0.382973018,0.413337487,0.418592392,0.447636461,0.475825951,0.418364333,0.800600382,0.45652652,0.442008732,0.451713549,right
0.480962602,0.273280053,0.245064703,0.214200343,0.384864962,0.416846865,0.406647388,0.427942252,0.46361894,0.409671096,0.800700217,0.449770812,0.433757678,0.442367497,right
0.466736942,0.265108077,0.240538177,0.211582233,0.38567609,0.413067061,0.388210662,0.398748617,0.428674307,0.380874362,0.789494682,0.410547038,0.413955146,0.402091675,right
0.456485607,0.269099067,0.238903574,0.21198065,0.399459077,0.411177158,0.37522722,0.383456882,0.399473561,0.357783794,0.78099041,0.386794168,0.403111159,0.385625064,right
0.45439327,0.27955135,0.24058008,0.214314146,0.420540151,0.408747431,0.367696566,0.374652817,0.389899202,0.3607719,0.782391149,0.40008731,0.410654724,0.393858369,right
0.45230173,0.278411016,0.240999266,0.214883321,0.417838109,0.413606886,0.3775642,0.37812785,0.402584794,0.377071977,0.78539268,0.41011132,0.412777194,0.389853161,right
0.447071684,0.26320776,0.238610175,0.214285695,0.393513555,0.414417138,0.389769309,0.402455731,0.435615102,0.395544846,0.791495956,0.415123325,0.422206201,0.385847952,right
0.451255562,0.261497439,0.238023378,0.214456453,0.385945779,0.407937179,0.398337906,0.42979625,0.464097521,0.414560912,0.803301645,0.439311084,0.451202508,0.40364935,right
0.457322223,0.27556036,0.239657982,0.214228794,0.398918669,0.413606886,0.410543014,0.444161428,0.472235225,0.426514371,0.80920449,0.461320251,0.46770372,0.42723652,right
0.462761821,0.274230392,0.238568273,0.212891288,0.390000386,0.417657117,0.413918432,0.444392626,0.476543367,0.419179647,0.802901543,0.457179683,0.462045597,0.439252146,right
0.475314249,0.262447778,0.238693981,0.211582233,0.367567776,0.411177158,0.41261989,0.446478705,0.480852422,0.411572806,0.795897845,0.443451652,0.454030672,0.446150665,right
0.484937724,0.264348095,0.243094879,0.211383024,0.372432481,0.414417138,0.42897974,0.453197573,0.468884245,0.418364333,0.796998698,0.445848518,0.455917012,0.467067414,right
0.49225931,0.261497439,0.24548389,0.211411475,0.377027496,0.414417138,0.439106983,0.446941984,0.450694512,0.413203435,0.799099427,0.461320251,0.454738161,0.479527968,right
0.498117215,0.250665165,0.245567695,0.210728497,0.36162174,0.413606886,0.429498959,0.446478705,0.462422031,0.409127898,0.801600638,0.484854848,0.45379544,0.481530573,right
0.497280599,0.259026775,0.246070687,0.210728497,0.368919312,0.427645426,0.443261724,0.465014276,0.488032963,0.43004671,0.80780375,0.503159165,0.473125713,0.493547046,right
0.492677618,0.27556036,0.24548389,0.213346607,0.390000386,0.433854959,0.457543708,0.475440258,0.499521647,0.445802554,0.809704808,0.498365434,0.488920333,0.493102117,right
0.479707678,0.279741346,0.242508082,0.214854871,0.384324554,0.417386691,0.432096043,0.464086835,0.498084991,0.433849095,0.799799796,0.473523683,0.466053509,0.466621637,right
0.469456343,0.274990374,0.240621983,0.213460409,0.36,0.395248715,0.399376344,0.445087985,0.486117726,0.406955107,0.787393573,0.452167678,0.433992909,0.446595594,right
0.465481222,0.268909071,0.240915461,0.212606727,0.348107927,0.385259378,0.386392901,0.42910089,0.46361894,0.39255674,0.783892105,0.438875365,0.430692487,0.446817635,right
0.452928794,0.2605471,0.237939573,0.213062046,0.362432352,0.384179728,0.37548683,0.401992453,0.433939612,0.377343058,0.777788828,0.413161348,0.417255568,0.428571308,right
0.451046009,0.26320776,0.237017475,0.213631167,0.379729538,0.38606963,0.365878805,0.383688962,0.420775438,0.357783794,0.771685933,0.398779325,0.398161424,0.405873995,right
0.463807989,0.276320704,0.240538177,0.214712563,0.377027496,0.384179728,0.368995108,0.3971267,0.421972347,0.365118518,0.780590307,0.409674772,0.416076718,0.414330189,right
0.472803604,0.278981364,0.241963267,0.215423992,0.373513298,0.377699769,0.372371021,0.407553565,0.414791806,0.386036295,0.791095473,0.415123325,0.439651032,0.429461166,right
0.468619727,0.273850039,0.241921285,0.214883321,0.389458948,0.383369476,0.380680503,0.397822059,0.400909304,0.388210121,0.789594898,0.413597896,0.438236052,0.425011028,right
0.460669484,0.272710066,0.243011073,0.214997124,0.38891854,0.386609455,0.396000926,0.400370535,0.402106213,0.383048189,0.785192628,0.414251058,0.424327772,0.419670185,right
0.467991866,0.274420387,0.241711691,0.214570256,0.362703071,0.382829651,0.402752751,0.414735713,0.415510133,0.380060083,0.777588777,0.404445322,0.410183364,0.422563495,right
0.472594052,0.274800378,0.238274874,0.213090497,0.366756649,0.394438464,0.405348846,0.416820909,0.42292951,0.363760006,0.764782451,0.389191033,0.393446023,0.418780327,right
0.469038035,0.274230392,0.238693981,0.212521321,0.388378131,0.404698227,0.411841556,0.427247774,0.436812011,0.361858296,0.763681979,0.39376732,0.395803724,0.425233916,right
0.471757436,0.272329713,0.240705868,0.212265211,0.379459849,0.389308582,0.409763691,0.444624707,0.456438399,0.385765213,0.777688993,0.409239053,0.417020337,0.447040523,right
0.476359621,0.267008755,0.241250682,0.211354573,0.349729667,0.382829651,0.403011866,0.454124131,0.469842319,0.395001648,0.786293101,0.422967914,0.429514535,0.457498473,right
0.483054939,0.263587751,0.243011073,0.211126914,0.353513555,0.407127955,0.416515516,0.460379721,0.468405664,0.393099938,0.785092412,0.441272231,0.43752946,0.463729175,right
0.489121601,0.26719875,0.246196475,0.212379068,0.382973018,0.418736768,0.429238855,0.455746049,0.460507706,0.395815927,0.788594261,0.465025102,0.452145229,0.479305928,right
0.496862291,0.275750717,0.24992669,0.213745024,0.394324683,0.41522739,0.421189476,0.446246624,0.46194345,0.401793174,0.799799796,0.481149997,0.463460577,0.486871416,right
0.498117215,0.283162349,0.2513517,0.214883321,0.394324683,0.41954702,0.413918432,0.440454313,0.462900612,0.409943213,0.801500803,0.475920548,0.458746073,0.471517551,right
0.488075432,0.293994262,0.249046495,0.215737057,0.397026724,0.42386665,0.416255412,0.433040085,0.456438399,0.416734739,0.792195945,0.465678264,0.445544386,0.453938194,right
0.484728171,0.305776875,0.246615501,0.216220827,0.398648979,0.417657117,0.410543014,0.420528023,0.452848584,0.412659202,0.78839421,0.473741127,0.438472181,0.448598198,right
0.48138091,0.3021666,0.24548389,0.215879311,0.392702428,0.409287256,0.400674886,0.415198992,0.450454766,0.398805068,0.791295524,0.483547693,0.434936528,0.450155873,right
0.473849772,0.282971992,0.242759498,0.215054079,0.38864885,0.409287256,0.400674886,0.422149941,0.436093683,0.383863503,0.785092412,0.465025102,0.425977983,0.449932985,right
0.472175744,0.273280053,0.240789673,0.214655662,0.378378003,0.399568345,0.391066862,0.423771858,0.42292951,0.375984546,0.774286979,0.438657091,0.416076718,0.438807217,right
0.472594052,0.280121698,0.242298488,0.214940222,0.368108185,0.386339029,0.37782381,0.422845301,0.4413599,0.381689677,0.776788572,0.44279766,0.426685473,0.431908699,right
0.469456343,0.282781997,0.243388277,0.215480947,0.385405371,0.390929085,0.381199722,0.423077381,0.463379194,0.392013542,0.781590944,0.445630244,0.426685473,0.426568703,right
0.45941456,0.281261671,0.242382294,0.215651651,0.402162148,0.401458248,0.383536702,0.408016844,0.452130256,0.388753319,0.775187781,0.421878203,0.397925295,0.403871391,right
0.458158839,0.293994262,0.242214683,0.216989157,0.391621611,0.400647996,0.37522722,0.384846719,0.428913142,0.381961793,0.774987349,0.421878203,0.401697078,0.394748227,right
0.470920819,0.308627893,0.24502288,0.218554322,0.381892201,0.393358813,0.368735499,0.374652817,0.419578529,0.384949899,0.786493152,0.448681102,0.433992909,0.417222651,right
0.477197033,0.308247902,0.247579502,0.218525872,0.403242965,0.394438464,0.365619196,0.37882321,0.423647837,0.386308411,0.791896059,0.453475662,0.439651032,0.428348419,right
0.480334742,0.304446545,0.247956706,0.218326663,0.421080559,0.396328366,0.371332089,0.391334389,0.428434561,0.379516885,0.78699347,0.447373947,0.431399977,0.425900886,right
0.480544294,0.302546591,0.247579502,0.218611278,0.40486522,0.397138618,0.390807747,0.409638762,0.429391723,0.381961793,0.780890575,0.453693107,0.437764691,0.439919964,right
0.476359621,0.301976242,0.246364085,0.218383618,0.38864885,0.400647996,0.402492647,0.423077381,0.433939612,0.388481203,0.774387196,0.446938228,0.43564312,0.445259959,right
0.478870266,0.301405894,0.244268473,0.217757541,0.387837723,0.400108171,0.393144727,0.422382022,0.430349797,0.36919302,0.763081444,0.426236216,0.410183364,0.42056089,right
0.47426808,0.2985556,0.242466259,0.217814443,0.38243261,0.392279163,0.382757379,0.411260679,0.411201079,0.344471823,0.752276011,0.420571048,0.39108922,0.401201817,right
0.467991866,0.305396884,0.244310296,0.219066596,0.39189233,0.392279163,0.382757379,0.395273584,0.398516398,0.342841194,0.748174009,0.424275069,0.391324451,0.406096884,right
0.475732557,0.320410506,0.245735465,0.219863431,0.414594629,0.404157374,0.38016079,0.38461552,0.398036905,0.347732045,0.750775437,0.420788492,0.402168438,0.418335398,right
0.480962602,0.325161478,0.243220666,0.219180399,0.397297443,0.392279163,0.37029365,0.382067045,0.393250182,0.346373533,0.756678281,0.424275069,0.407826561,0.427458561,right
0.4864022,0.323071166,0.244436083,0.220091037,0.366216241,0.375809866,0.374708001,0.392029749,0.404260284,0.347732045,0.763781814,0.444977081,0.409476772,0.440364893,right
0.489749461,0.32725179,0.247998688,0.222282333,0.396216627,0.401998073,0.399117229,0.410102041,0.432264122,0.35696848,0.764482184,0.45020653,0.412069704,0.44770834,right
0.479079818,0.3232608,0.246783272,0.220973278,0.434324168,0.42062667,0.405348846,0.404540928,0.42963147,0.359413388,0.756278179,0.419698782,0.403583418,0.433912151,right
0.466736942,0.306347223,0.243975074,0.217985201,0.412973404,0.400377569,0.384835244,0.382530324,0.406414356,0.335778586,0.744272057,0.386794168,0.380716594,0.41032498,right
0.468200622,0.303116939,0.243052896,0.218383618,0.386756906,0.385528777,0.377044981,0.381371685,0.398994979,0.31920691,0.732566204,0.377205876,0.35714228,0.395416045,right
0.47301236,0.311478186,0.242885285,0.219891828,0.39216202,0.389039183,0.381979045,0.401297975,0.401387886,0.33360476,0.726463308,0.366310429,0.351248926,0.386514922,right
0.467991866,0.309198241,0.243011073,0.21872508,0.397567133,0.392279163,0.388470766,0.413577074,0.408568427,0.348818441,0.730265043,0.355196708,0.367043546,0.387182739,right
0.474058528,0.29988593,0.24280148,0.217131464,0.39216202,0.395518114,0.401714313,0.41635763,0.425562162,0.359413388,0.743471853,0.374591566,0.398396656,0.404984137,right
0.48075305,0.296274931,0.24217286,0.217159915,0.38567609,0.393628212,0.399117229,0.416820909,0.434896775,0.378973687,0.759780027,0.407931898,0.426920705,0.433021445,right
0.472385296,0.297795618,0.243011073,0.217757541,0.388108442,0.391468911,0.389769309,0.415894351,0.426998817,0.386851609,0.771585716,0.433209368,0.439414902,0.451713549,right
0.476150865,0.30121626,0.245442067,0.21895274,0.394594372,0.39902852,0.393144727,0.411491877,0.415988715,0.376256663,0.775487668,0.447809665,0.439886263,0.452380519,right
0.476569173,0.313758856,0.247034688,0.221001674,0.390270076,0.398488695,0.388989986,0.403151091,0.410722498,0.371637928,0.773686826,0.44911765,0.431636106,0.450600802,right
0.471129575,0.337704073,0.248124476,0.223875894,0.397837852,0.403077724,0.37548683,0.398980698,0.420535692,0.381146479,0.776088202,0.447373947,0.428335684,0.453271224,right
0.475523005,0.349486687,0.24850168,0.226038686,0.428107927,0.412256809,0.37314985,0.39735878,0.428195726,0.384406701,0.778188931,0.441707949,0.432342698,0.445927777,right
0.473221912,0.337894431,0.244478066,0.224445016,0.43027059,0.39902852,0.373928678,0.384152241,0.404260284,0.361586179,0.764982502,0.424929061,0.417020337,0.425900886,right
0.472175744,0.32459113,0.240873478,0.221741608,0.400810613,0.386339029,0.368215785,0.375810573,0.385112478,0.342570113,0.74907443,0.414033614,0.389439009,0.415220047,right
0.473849772,0.324781487,0.241795497,0.2215993,0.390810484,0.387418679,0.368995108,0.396200142,0.411680572,0.36647703,0.756078127,0.420571048,0.400518227,0.42122786,right
0.471129575,0.326491808,0.242969091,0.221200883,0.401351021,0.39470889,0.383017483,0.415662271,0.438726336,0.388210121,0.770085142,0.419481338,0.433521548,0.428126378,right
0.47426808,0.323451157,0.243472083,0.220091037,0.405134909,0.405238053,0.405348846,0.414967793,0.436093683,0.383863503,0.767383879,0.412508185,0.433757678,0.429461166,right
0.481799219,0.323640791,0.243807464,0.221115477,0.387568034,0.401727646,0.412360775,0.407321484,0.428434561,0.379787967,0.763281495,0.417084472,0.411833575,0.433244333,right
0.482427079,0.32592146,0.24359787,0.222054619,0.378378003,0.390658659,0.39859801,0.39087111,0.412397988,0.36457532,0.763781814,0.415994761,0.401933207,0.429016237,right
0.475941313,0.324021505,0.244771464,0.221200883,0.39216202,0.392818988,0.392884623,0.37743249,0.394207344,0.342841194,0.757278816,0.412943904,0.397925295,0.415442935,right
0.477615341,0.325161478,0.248082494,0.221684707,0.391621611,0.392548561,0.391846185,0.380908406,0.397079743,0.346101417,0.753676751,0.437349937,0.397217805,0.42790349,right
0.486610956,0.333143459,0.250806886,0.223676686,0.395405499,0.389848407,0.390807747,0.386700717,0.403541957,0.352892943,0.759780027,0.467421967,0.402168438,0.45505094,right
0.486820508,0.333333092,0.249088477,0.224018202,0.418648207,0.398488695,0.399896552,0.383456882,0.398755233,0.346373533,0.766483077,0.47809997,0.407119071,0.451490661,right
0.483682003,0.326871799,0.24628028,0.222794553,0.421621997,0.395788541,0.40560895,0.380908406,0.402584794,0.363216808,0.770985563,0.491828,0.417255568,0.439697075,right
0.479288574,0.324401496,0.246699307,0.222026223,0.40810767,0.384988952,0.392106289,0.37743249,0.413594897,0.389296517,0.779189568,0.499890863,0.433050188,0.442367497,right
0.473431464,0.318509828,0.246615501,0.221997718,0.414054221,0.388499358,0.374448392,0.370018262,0.412159153,0.378158373,0.779990154,0.471562536,0.43752946,0.438584329,right
0.472385296,0.302546591,0.243849286,0.22031875,0.40783798,0.397138618,0.380940113,0.357275443,0.388223712,0.349089523,0.764282132,0.424929061,0.415841486,0.414107301,right
0.467991866,0.292094307,0.241795497,0.218099003,0.39189233,0.401727646,0.399896552,0.348702576,0.366682543,0.343385427,0.75137559,0.392460165,0.395567594,0.393635481,right
0.46589953,0.302546591,0.242214683,0.218668179,0.402973276,0.399568345,0.400155667,0.350092854,0.374820247,0.346644615,0.753776967,0.385922731,0.397925295,0.39697372,right
0.471966988,0.320980854,0.244394101,0.221229388,0.412431966,0.399297919,0.393144727,0.363762672,0.396840908,0.352078663,0.761780921,0.410547038,0.40476137,0.416332793,right
0.478243202,0.328392486,0.246699307,0.222538443,0.395945908,0.395788541,0.398337906,0.388553833,0.411919407,0.362944692,0.762781558,0.437349937,0.4049975,0.42790349,right
0.482635835,0.322880809,0.247370069,0.222965257,0.381892201,0.384449126,0.398857125,0.383225683,0.408089846,0.354794653,0.755177706,0.442580216,0.400046867,0.422118566,right
0.484937724,0.322880809,0.246867077,0.224359718,0.402162148,0.397947842,0.394702384,0.356580084,0.395165418,0.345558219,0.750475169,0.442361942,0.397453935,0.419670185,right
0.494561199,0.338084064,0.249842885,0.225526466,0.427838238,0.418466341,0.404570512,0.367933065,0.406175521,0.365661716,0.759980079,0.440619069,0.404054778,0.429906095,right
0.50062786,0.347396375,0.252441489,0.226010289,0.433513041,0.407937179,0.407166607,0.392261829,0.432264122,0.386851609,0.775587884,0.452604226,0.425506623,0.445927777,right
0.491422693,0.33751444,0.249507504,0.225327257,0.417297701,0.398488695,0.401454209,0.39017575,0.437290592,0.396631242,0.781790996,0.486598551,0.445544386,0.452603407,right
0.489958217,0.324021505,0.247998688,0.223107564,0.391350892,0.41522739,0.418333277,0.401297975,0.442795644,0.414289831,0.779389619,0.508825162,0.454266801,0.44459299,right
0.495606571,0.324781487,0.249717097,0.221627805,0.395675189,0.421435894,0.437548337,0.422845301,0.462183196,0.417550053,0.779489835,0.500544855,0.459924026,0.448598198,right
0.495816123,0.326871799,0.248250105,0.222083124,0.425135166,0.418196943,0.433393596,0.405468368,0.447822114,0.393099938,0.776688356,0.484854848,0.449787529,0.459723966,right
0.49288717,0.322500818,0.245903076,0.222026223,0.430810999,0.421435894,0.421968799,0.381371685,0.411201079,0.376256663,0.766283026,0.477663421,0.427628194,0.448820239,right
0.491422693,0.324781487,0.247998688,0.221513894,0.419730053,0.422246146,0.416255412,0.385774159,0.413834643,0.378429454,0.759379544,0.468293404,0.424799133,0.428794196,right
0.493096722,0.328011772,0.248920707,0.222367631,0.419459334,0.419276593,0.411581452,0.386700717,0.42795598,0.372453242,0.756778497,0.443233378,0.422677562,0.422340606,right
