AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,EventId
0.488493741,0.299125949,0.246196475,0.228258379,0.41432391,0.401727646,0.51726873,0.409406681,0.421493766,0.354251455,0.724262173,0.502506003,0.419613269,0.396083862,left
0.483263695,0.305396884,0.248920707,0.227262335,0.388378131,0.384988952,0.501168985,0.406394926,0.428195726,0.361586179,0.727163678,0.504031431,0.423148922,0.400978929,left
0.473849772,0.299505939,0.247747272,0.222794553,0.377567905,0.38175,0.484809135,0.394347026,0.419099948,0.356696363,0.726663359,0.484419129,0.420792119,0.38673781,left
0.473849772,0.285253023,0.242675692,0.218781982,0.375135552,0.386878854,0.483770697,0.376969211,0.393489928,0.342841194,0.717458717,0.467421967,0.403111159,0.363595569,left
0.479498126,0.293424637,0.245777288,0.218668179,0.366756649,0.370410586,0.473902569,0.364689671,0.385591059,0.342026915,0.716758347,0.474395119,0.396982574,0.369604229,left
0.480544294,0.29988593,0.249507504,0.219180399,0.368108185,0.363661228,0.471565589,0.370018262,0.394686837,0.351806547,0.722661382,0.484636574,0.4073552,0.38673781,left
0.47866151,0.28221201,0.245190491,0.217814443,0.354324168,0.372030062,0.481433717,0.384846719,0.411201079,0.353708257,0.722961459,0.470254551,0.411833575,0.379617251,left
0.475732557,0.275370364,0.242256666,0.217159915,0.350540794,0.364470452,0.477278976,0.389944552,0.423647837,0.349633755,0.721961012,0.45652652,0.4049975,0.370716128,left
0.474058528,0.279931341,0.243933092,0.217017662,0.357297443,0.352051901,0.467670952,0.372798818,0.414791806,0.352349745,0.719759878,0.449989086,0.400989588,0.374944225,left
0.464853361,0.260357105,0.242424276,0.215054079,0.337837594,0.354211716,0.468190171,0.349397495,0.387026803,0.347188847,0.711055554,0.431248221,0.395567594,0.362705711,left
0.456694363,0.248574491,0.240999266,0.213716574,0.333513298,0.360421249,0.470267047,0.357043804,0.377931937,0.338223494,0.708054024,0.411635919,0.38991037,0.355585152,left
0.469874651,0.272900062,0.2434301,0.215224783,0.358108056,0.362041239,0.471565589,0.386237438,0.398036905,0.344471823,0.711555873,0.39747217,0.391795812,0.375167113,left
0.477615341,0.286772987,0.243262489,0.217359124,0.359189387,0.358531346,0.476759757,0.390639912,0.408568427,0.356425282,0.714657428,0.394638756,0.399811635,0.38317753,left
0.469246791,0.278791368,0.241166877,0.218127508,0.355945908,0.357721609,0.465853191,0.370713622,0.401627632,0.352078663,0.719559826,0.410764482,0.402168438,0.367155848,left
0.47154868,0.280121698,0.24200509,0.21818441,0.377837594,0.372030062,0.461438345,0.369554983,0.399473561,0.348546325,0.718659405,0.424493343,0.398632785,0.362482823,left
0.480125986,0.28924329,0.245064703,0.218525872,0.391621611,0.389579008,0.486887,0.388322635,0.407132683,0.359413388,0.716158003,0.421224211,0.404054778,0.373609438,left
0.483263695,0.288673665,0.246028704,0.21869663,0.38567609,0.388499358,0.497014243,0.390407831,0.407371518,0.361042981,0.719559826,0.422313921,0.401225717,0.375834083,left
0.475732557,0.280311694,0.244100862,0.218412069,0.371621354,0.369870761,0.475461215,0.370481541,0.398036905,0.350176953,0.719659852,0.42383935,0.382838165,0.367155848,left
0.471129575,0.273280053,0.241963267,0.218326663,0.355135295,0.350161999,0.457543708,0.361445836,0.390617529,0.343928625,0.71345674,0.418827345,0.381895444,0.356697898,left
0.475732557,0.273090057,0.241041089,0.218070553,0.361351536,0.355291881,0.463775326,0.377896652,0.399233814,0.345558219,0.712356268,0.416212206,0.391795812,0.358922543,left
0.479079818,0.285062666,0.242466259,0.218070553,0.377567905,0.373919964,0.470267047,0.386005357,0.404738866,0.349361639,0.715457824,0.412508185,0.384723608,0.374054367,left
0.484100311,0.290953611,0.245232474,0.219095047,0.37594565,0.380939748,0.470267047,0.37187226,0.38439415,0.347459929,0.714757454,0.426236216,0.380480465,0.3765019,left
0.475523005,0.279361355,0.244016897,0.218582827,0.36324348,0.389579008,0.474681892,0.369787064,0.377692646,0.343928625,0.714757454,0.458487668,0.392739431,0.366933808,left
0.472385296,0.282022015,0.24280148,0.21770064,0.364864705,0.385259378,0.475461215,0.39087111,0.408089846,0.361315098,0.720260196,0.48550884,0.400282996,0.369158453,left
0.488284985,0.303306572,0.247118493,0.220119542,0.380540666,0.360961074,0.466891629,0.402455731,0.42292951,0.387666923,0.72896452,0.505774305,0.404054778,0.383845348,left
0.486820508,0.309198241,0.248920707,0.221940817,0.394324683,0.355291881,0.453388967,0.388090554,0.401627632,0.378701571,0.731165464,0.496186013,0.4073552,0.379839292,left
0.48138091,0.297415628,0.245525872,0.219578817,0.378648722,0.365820529,0.447416465,0.369554983,0.382958407,0.350720151,0.722261089,0.435824508,0.395096234,0.356697898,left
0.488493741,0.288483308,0.243933092,0.217899795,0.345945779,0.358261434,0.4453386,0.368165146,0.378889555,0.346101417,0.717258666,0.39747217,0.381424084,0.353582547,left
0.484309863,0.278791368,0.243178684,0.218241311,0.349189259,0.344762719,0.443780943,0.376969211,0.378410518,0.350448035,0.721961012,0.418609901,0.380716594,0.370271199,left
0.47364022,0.274990374,0.241711691,0.217302223,0.367837466,0.360421249,0.454167301,0.379054408,0.385112478,0.348818441,0.725962989,0.422967914,0.381187954,0.374054367,left
0.472175744,0.279171359,0.241921285,0.216932256,0.363513169,0.383099049,0.471306474,0.379749768,0.399952142,0.350176953,0.72526262,0.392460165,0.37340826,0.36315064,left
0.471129575,0.275370364,0.24217286,0.217871344,0.362703071,0.375540468,0.468969494,0.378359931,0.405935774,0.358054875,0.723061485,0.386794168,0.367043546,0.356252969,left
0.467991866,0.277461038,0.242382294,0.217785992,0.38243261,0.359071172,0.449493341,0.370018262,0.403303122,0.373539638,0.727463755,0.416866198,0.381895444,0.360925995,left
0.475941313,0.29589494,0.245316279,0.218582827,0.394324683,0.371490236,0.452869748,0.377896652,0.415030641,0.389024401,0.737368576,0.444105645,0.403818649,0.382287672,left
0.486610956,0.308247902,0.246699307,0.220887872,0.39216202,0.390118834,0.467930067,0.40291901,0.426520236,0.389839715,0.730665527,0.45020653,0.4049975,0.399866182,left
0.48514648,0.302546591,0.243346295,0.221485498,0.390000386,0.383099049,0.467410848,0.412650516,0.424126418,0.379244769,0.710055107,0.440619069,0.394861002,0.393190552,left
0.488703293,0.296654922,0.243472083,0.220973278,0.384594243,0.375270041,0.467670952,0.413809155,0.429391723,0.380331165,0.712556319,0.439529358,0.397925295,0.397418649,left
0.498745076,0.304636902,0.249214105,0.221684707,0.386216498,0.380939748,0.472344912,0.416589711,0.438966082,0.390655029,0.727263703,0.452604226,0.411362214,0.419003215,left
0.503975121,0.303876921,0.249423699,0.222026223,0.384053835,0.381209147,0.453388967,0.396895501,0.420057111,0.378701571,0.717458717,0.441490505,0.403583418,0.408099488,left
0.504602982,0.286013005,0.244268473,0.220375652,0.378108313,0.377970195,0.433393596,0.370250343,0.394207344,0.351535465,0.699649777,0.404662767,0.371758049,0.368713524,left
0.487447572,0.271569732,0.241711691,0.218355168,0.386216498,0.378510021,0.439626202,0.361445836,0.388223712,0.340668402,0.695447749,0.375680447,0.352427776,0.351135014,left
0.478870266,0.279741346,0.243388277,0.219550312,0.394324683,0.376889517,0.44066464,0.358897361,0.380086008,0.346101417,0.702751333,0.386794168,0.358085899,0.364486274,left
0.492050554,0.301596251,0.247202298,0.22268075,0.391350892,0.369870761,0.442223286,0.364226393,0.379607427,0.357511677,0.718159087,0.429722792,0.373644389,0.386960698,left
0.497280599,0.301025903,0.248082494,0.221883915,0.389189259,0.367170606,0.459361469,0.383688962,0.398755233,0.375170267,0.725962989,0.451296241,0.385431097,0.399199213,left
0.489749461,0.278031025,0.245819271,0.219521915,0.387297315,0.372569887,0.466112306,0.390407831,0.411919407,0.382232875,0.726363282,0.441272231,0.393682152,0.393635481,left
0.488493741,0.277651034,0.245861094,0.22057486,0.381621483,0.380399923,0.463256107,0.383688962,0.410722498,0.378429454,0.737468792,0.448027939,0.40429001,0.394748227,left
0.504811737,0.301976242,0.250094301,0.222481542,0.389729667,0.386609455,0.468969494,0.396663421,0.421732601,0.393915252,0.751475806,0.473087964,0.426920705,0.414107301,left
0.509414719,0.310908562,0.251938497,0.22293686,0.397837852,0.384719553,0.467151733,0.409175483,0.438726336,0.415105145,0.756177963,0.476791985,0.445073025,0.425233916,left
0.496234431,0.299695573,0.249591309,0.222026223,0.392432738,0.382289825,0.460399907,0.399211896,0.437530339,0.417821135,0.760280346,0.470472825,0.442480093,0.423676241,left
0.495188263,0.294184619,0.249591309,0.219977234,0.388108442,0.386339029,0.463775326,0.387627275,0.430110051,0.412931319,0.766983395,0.474830838,0.443186685,0.41766758,left
0.499791244,0.2985556,0.25198048,0.218412069,0.384053835,0.383909301,0.460660011,0.379517687,0.418861113,0.409127898,0.771085398,0.475266556,0.451202508,0.417000611,left
0.504184674,0.29589494,0.253866499,0.21920885,0.390000386,0.392818988,0.472084808,0.390407831,0.430349797,0.428959279,0.782991684,0.491828,0.469353931,0.446150665,left
0.507322382,0.285062666,0.254872323,0.218924289,0.412431966,0.418736768,0.504025184,0.431418168,0.479655513,0.470795868,0.803301645,0.525604881,0.504007463,0.484200994,left
0.504602982,0.274420387,0.252860516,0.215737057,0.418648207,0.434125385,0.517787949,0.456209328,0.501675718,0.483835722,0.811205764,0.522335749,0.519094593,0.492656341,left
0.500209552,0.262257783,0.247747272,0.21272053,0.383513427,0.413606886,0.50843904,0.431418168,0.46696992,0.452866197,0.802901543,0.482893701,0.492927347,0.469514947,left
0.493933338,0.24952483,0.243262489,0.210557738,0.360810613,0.388499358,0.4985719,0.411955156,0.44853953,0.444716158,0.800400331,0.46546082,0.472654353,0.45126862,left
0.489749461,0.251995495,0.241208859,0.209675551,0.381081074,0.394438464,0.498831015,0.430722808,0.476783114,0.475142486,0.813706976,0.470472825,0.500470912,0.46150453,left
0.49351503,0.258076797,0.23995138,0.20910643,0.380810355,0.403887975,0.496754139,0.442770708,0.48755347,0.489540853,0.825212778,0.465025102,0.518858463,0.480195786,left
0.495188263,0.247054166,0.239238875,0.208167342,0.36972941,0.390929085,0.47805731,0.429332971,0.475586205,0.483292525,0.822911618,0.449553368,0.498820701,0.474854943,left
0.489958217,0.236031896,0.237939573,0.20674443,0.381621483,0.374190391,0.459620584,0.411260679,0.463858686,0.473512892,0.815808085,0.438221373,0.486091272,0.456831504,left
0.478243202,0.227099938,0.23487996,0.205378474,0.364595015,0.369330935,0.465853191,0.410102041,0.449497604,0.457212815,0.811805918,0.435388789,0.48326221,0.453048336,left
0.472385296,0.217407637,0.231862249,0.205321572,0.334324425,0.359611511,0.465853191,0.411491877,0.442795644,0.444988275,0.807303813,0.44650251,0.466053509,0.450377914,left
0.483891555,0.223298944,0.231820266,0.206801331,0.367297057,0.363121403,0.459880688,0.408016844,0.454284327,0.451236603,0.805002652,0.456962239,0.464639427,0.457721362,left
0.492677618,0.236221892,0.233161551,0.209220233,0.401891429,0.389039183,0.487146115,0.425857055,0.4703209,0.460473037,0.806703278,0.451950234,0.479255196,0.477080435,left
0.49225931,0.236031896,0.234796154,0.209789408,0.379729538,0.394978289,0.507400602,0.444392626,0.466491339,0.453138313,0.802901543,0.449989086,0.470296652,0.476190577,left
0.489539909,0.232611254,0.237017475,0.208793365,0.381892201,0.388228931,0.498311796,0.433503364,0.459071051,0.450149173,0.797498636,0.467857685,0.456623604,0.469959876,left
0.488284985,0.238502199,0.236137359,0.208508804,0.406215726,0.383099049,0.488184553,0.419370267,0.46026796,0.454767907,0.799699961,0.478317414,0.458746073,0.477970293,left
0.491841002,0.240402877,0.232616657,0.208423452,0.382161891,0.373380139,0.477538091,0.414272434,0.44853953,0.451236603,0.793296798,0.456743964,0.457802454,0.479305928,left
0.488912049,0.234701566,0.232490949,0.208451903,0.366486959,0.370679984,0.464554649,0.408016844,0.437769173,0.44879066,0.786293101,0.43909364,0.457095862,0.471294663,left
0.485564788,0.231280924,0.234502756,0.2095902,0.403783373,0.387418679,0.468969494,0.421223383,0.452130256,0.453952593,0.797798903,0.441926223,0.464639427,0.472185368,left
0.482217527,0.232420897,0.233119569,0.209903211,0.423513941,0.395788541,0.476499653,0.436978398,0.472953553,0.456126419,0.802701492,0.419045619,0.465346019,0.479305928,left
0.481799219,0.243253533,0.231275452,0.208935672,0.401891429,0.385528777,0.467670952,0.424003939,0.468884245,0.451236603,0.790395103,0.386358449,0.458273815,0.474632902,left
0.483473247,0.250284812,0.234083569,0.21010242,0.395675189,0.382289825,0.463516211,0.410102041,0.457156726,0.452050883,0.785692947,0.397253896,0.454502032,0.457721362,left
0.476987481,0.240782868,0.233832153,0.210927705,0.406215726,0.385799204,0.463775326,0.415662271,0.462661778,0.453952593,0.789894784,0.417084472,0.458981304,0.456608615,left
0.478870266,0.236221892,0.230269548,0.209903211,0.387568034,0.389039183,0.469488713,0.422149941,0.46696992,0.442814448,0.788494426,0.415776487,0.457095862,0.47552276,left
0.482635835,0.239452538,0.230814363,0.210187826,0.371351664,0.382019399,0.471306474,0.418211628,0.445428296,0.421353473,0.782491365,0.419481338,0.437058099,0.480195786,left
0.475104697,0.235081557,0.231443063,0.211183815,0.378918411,0.359881424,0.451311102,0.406858205,0.417664205,0.408856817,0.775087565,0.421878203,0.422913691,0.469514947,left
0.480334742,0.238882552,0.231694558,0.213118947,0.381081074,0.358531346,0.445079485,0.408712204,0.435375356,0.428959279,0.776388089,0.415994761,0.43682197,0.474410014,left
0.49225931,0.256936463,0.234209357,0.215737057,0.391621611,0.38175,0.462217668,0.426552415,0.465054684,0.446345752,0.786693203,0.419263063,0.458273815,0.484423883,left
0.489121601,0.262827769,0.234125552,0.215765508,0.413243094,0.383909301,0.467930067,0.422845301,0.447103786,0.426786488,0.784492259,0.412943904,0.45143774,0.481308532,left
0.477824097,0.250665165,0.231862249,0.214456453,0.409189516,0.370950411,0.459620584,0.407321484,0.424126418,0.408312584,0.774387196,0.388755315,0.428570916,0.471294663,left
0.475104697,0.241733207,0.23156885,0.214541805,0.387837723,0.369600334,0.457024489,0.412882597,0.434896775,0.419179647,0.773586991,0.388319596,0.420320759,0.454161082,left
0.476359621,0.235651905,0.231484965,0.214314146,0.381351793,0.360421249,0.444819381,0.41774835,0.435615102,0.420266043,0.775387833,0.397253896,0.424799133,0.442812426,left
0.473221912,0.232040906,0.230940151,0.214001134,0.378108313,0.352861639,0.439885317,0.41774835,0.42795598,0.407226188,0.772986456,0.388102152,0.427392963,0.453938194,left
0.485356032,0.235651905,0.23425126,0.214854871,0.388108442,0.377970195,0.478576529,0.435125282,0.454044581,0.424884777,0.774687463,0.399433317,0.432578827,0.479972897,left
0.502928953,0.243633524,0.23647266,0.215423992,0.412431966,0.401727646,0.506881383,0.447636461,0.469363738,0.442814448,0.778789465,0.420352774,0.445308256,0.489763878,left
0.495188263,0.252185491,0.234376968,0.216733047,0.413243094,0.393358813,0.484809135,0.431881446,0.446864951,0.428959279,0.778989517,0.39747217,0.458981304,0.485981558,left
0.486192648,0.254465798,0.23425126,0.218298212,0.417026982,0.382019399,0.456764385,0.414735713,0.432742703,0.412659202,0.776188037,0.365874711,0.452380461,0.484645923,left
0.484518619,0.256366476,0.235592465,0.218355168,0.425405885,0.392008736,0.464554649,0.414504514,0.432503869,0.411572806,0.770285193,0.378078142,0.431871337,0.469070018,left
0.478243202,0.257506449,0.23504757,0.218383618,0.396216627,0.393088386,0.473902569,0.418674907,0.431067213,0.417821135,0.766583293,0.381782162,0.429749766,0.453048336,left
0.474686388,0.253705816,0.233161551,0.218497421,0.376486059,0.372840314,0.452869748,0.408480123,0.421015185,0.409127898,0.76528277,0.354543546,0.434700399,0.456608615,left
0.478451958,0.257696444,0.232239453,0.217985201,0.408649108,0.369330935,0.438846879,0.391797668,0.404260284,0.390111832,0.762681342,0.363259571,0.425035262,0.455940798,left
0.483891555,0.263017765,0.234418871,0.218241311,0.433243351,0.386609455,0.442482401,0.396432223,0.408568427,0.393915252,0.763381711,0.395292749,0.427864324,0.443925172,left
0.481590463,0.257316454,0.236263067,0.218668179,0.416756263,0.391468911,0.449753445,0.4107974,0.426759071,0.413746633,0.763281495,0.399215043,0.43611448,0.439475035,left
0.479498126,0.252185491,0.234838057,0.218383618,0.400540923,0.388499358,0.458062927,0.413113795,0.430110051,0.420266043,0.765983139,0.404009604,0.432578827,0.445704888,left
0.482635835,0.254465798,0.233832153,0.218127508,0.404324811,0.39470889,0.47104637,0.425625857,0.445428296,0.422983067,0.772386302,0.418827345,0.443186685,0.448820239,left
0.479498126,0.253705816,0.235173358,0.218412069,0.421080559,0.398758094,0.476499653,0.443929347,0.466012758,0.424069463,0.77058546,0.419045619,0.454266801,0.448598198,left
0.482635835,0.260357105,0.237394758,0.219123498,0.419999743,0.392818988,0.461438345,0.43049161,0.442555897,0.414289831,0.76318166,0.419045619,0.43635061,0.448820239,left
0.487866677,0.275180369,0.238191069,0.219664223,0.397837852,0.387689106,0.442482401,0.404077649,0.411440826,0.408856817,0.762781558,0.416647924,0.423148922,0.452826295,left
0.488493741,0.27689069,0.242047072,0.219379608,0.408378389,0.389039183,0.466632514,0.425625857,0.43800892,0.421896671,0.773886877,0.400523028,0.462045597,0.475077831,left
0.494142094,0.280501689,0.243346295,0.219180399,0.384594243,0.387149281,0.467410848,0.443002789,0.44853953,0.427329685,0.772486137,0.395511023,0.459217434,0.482866207,left
0.494142094,0.276320704,0.243639693,0.218639728,0.373784017,0.384719553,0.467151733,0.437210478,0.439444663,0.422710951,0.763981865,0.387229886,0.456859733,0.472630297,left
0.488912049,0.268909071,0.241292665,0.21895274,0.394865091,0.392008736,0.467670952,0.42330858,0.430588632,0.414017714,0.759379544,0.392241891,0.45379544,0.463061357,left
0.489958217,0.27822102,0.242298488,0.220432553,0.413783502,0.401187821,0.46870939,0.425625857,0.439923245,0.41700582,0.770184977,0.415559043,0.462517856,0.477970293,left
0.491213938,0.299125949,0.243849286,0.221827014,0.41135115,0.409017857,0.468190171,0.411723958,0.428434561,0.417821135,0.774286979,0.419045619,0.466053509,0.476857547,left
0.492677618,0.304256911,0.242885285,0.221770004,0.412702685,0.415496788,0.46637241,0.386932798,0.405696028,0.406410874,0.76388203,0.405970751,0.456388372,0.453048336,left
0.484309863,0.289433647,0.241837479,0.221286289,0.43054028,0.405507451,0.462477772,0.396432223,0.415988715,0.407769386,0.762181023,0.404445322,0.454030672,0.448820239,left
0.476569173,0.27955135,0.241083072,0.221827014,0.426486702,0.389848407,0.463256107,0.420760104,0.436812011,0.418907531,0.767383879,0.404009604,0.457095862,0.457276433,left
0.47426808,0.284112327,0.239616079,0.221770004,0.402702557,0.388228931,0.470007932,0.416820909,0.427477398,0.410758527,0.762081188,0.388319596,0.450258889,0.449043127,left
0.479707678,0.287343335,0.241460275,0.221200883,0.401081331,0.396868191,0.468449286,0.40430973,0.418861113,0.403151686,0.758679174,0.385922731,0.445780515,0.446595594,left
0.495397815,0.289813638,0.24548389,0.221912312,0.423243222,0.407397354,0.462477772,0.418674907,0.445906877,0.42624329,0.768184084,0.41381534,0.455209522,0.464841921,left
0.494561199,0.288483308,0.244645677,0.222453037,0.425946294,0.405777878,0.465073868,0.443698149,0.4703209,0.443086565,0.771785768,0.433427642,0.463931937,0.473297267,left
0.489539909,0.279361355,0.242927268,0.221371695,0.400540923,0.390929085,0.467151733,0.447868542,0.469363738,0.428416081,0.766183191,0.427761645,0.462517856,0.471517551,left
0.496025675,0.281642024,0.243220666,0.220489454,0.383784145,0.383639903,0.45884225,0.425625857,0.455959817,0.415105145,0.761580869,0.428633081,0.454738161,0.467067414,left
0.49790846,0.296654922,0.243723499,0.221400092,0.377567905,0.384988952,0.452090425,0.410565319,0.439923245,0.416734739,0.761180767,0.451950234,0.453559311,0.460168895,left
0.495606571,0.304446545,0.24485527,0.222538443,0.395945908,0.387959533,0.447935684,0.421223383,0.435375356,0.421081357,0.762681342,0.463717117,0.45073025,0.453938194,left
0.489958217,0.297795618,0.244729482,0.222481542,0.422702814,0.390658659,0.437289222,0.415662271,0.432503869,0.412931319,0.758579339,0.449770812,0.433521548,0.439252146,left
0.488284985,0.289813638,0.242047072,0.221798509,0.407567262,0.382289825,0.427940313,0.389249192,0.415030641,0.393099938,0.75207596,0.436260226,0.426214113,0.421673637,left
0.487029264,0.292094307,0.241627886,0.221627805,0.388378131,0.375270041,0.432355158,0.381139604,0.398036905,0.380603281,0.749875016,0.422967914,0.43682197,0.421005819,left
0.478243202,0.300456279,0.243346295,0.222026223,0.391621611,0.383369476,0.438067556,0.387163996,0.399712395,0.385493097,0.752476443,0.404881041,0.436586739,0.418113357,left
0.479288574,0.301596251,0.242885285,0.222168422,0.399999485,0.38175,0.43131672,0.38461552,0.398755233,0.385220981,0.75137559,0.393114157,0.424799133,0.402536604,left
0.489958217,0.293994262,0.24217286,0.221912312,0.404324811,0.38606963,0.448194799,0.395273584,0.395404253,0.377071977,0.749474913,0.387012442,0.428099555,0.407431671,left
