AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0.0,0.0,0.2168611918275899,0.2808037101061477,0.0,0.0,0.0,0.0,0.0,0.0,0.25759617669611523,0.0,0.0,0.0
0.3242980295884193,0.3603906830376872,0.3508390613651285,0.4912948363597116,0.3542001745011582,0.3470911133843767,0.3435727784993538,0.3099623303276036,0.32981205599236946,0.34131680134443865,0.4312020750626683,0.31080335306519424,0.32900741117225374,0.3060355453628368
0.8987011164302865,0.875867255164703,0.5733279294092051,0.8195460105180676,0.9618532146166141,0.9068609438662238,0.9430645500035764,0.9164380923280271,0.9105776427238905,0.9253004738542667,0.7123955609805122,0.7808532430795719,0.8994363438655951,0.8974534871761051
0.7839002380334212,0.8015351724395635,0.5285794633408853,0.7544729613876726,0.7824410048144116,0.771896743965251,0.8179887200670374,0.7798879896976851,0.8146443725531973,0.8111434968189697,0.6371607252719127,0.735426042113277,0.7338152366936666,0.7617311121542897
0.5080587376829804,0.5202492614917341,0.41875737171347255,0.6035430135644194,0.5685623429141854,0.5472713771978397,0.5548404367048769,0.5248565285664099,0.524698194980192,0.5328462680228994,0.5098137543469411,0.49698858963297315,0.5139692034036318,0.49037601256915453
0.5930824917917513,0.6116620616625307,0.4509237091541632,0.6270538406992529,0.6151221690961275,0.584017751932783,0.5917230795815083,0.5814606582867562,0.5986016111902951,0.6007036915872905,0.5647075175405758,0.5414255281497585,0.5818268395568837,0.5670138283094845
0.6745038063866036,0.6482030864730972,0.4883622278335366,0.6753454254939001,0.6772705183963179,0.675777258794188,0.7257612394755643,0.6773688622015713,0.6951937220510067,0.707684746663937,0.5893774517791049,0.578075027441461,0.6547792541344244,0.6708368288840477
0.6738760115467811,0.7069399510842639,0.4851397178512174,0.7060155399960163,0.7385371153049847,0.7110492111472065,0.7170015247908648,0.699260828868603,0.6962026673995543,0.7019610828461506,0.5936665818365113,0.6151839657045309,0.6710533252504584,0.6693474204053281
0.6219266105258224,0.6337482005398065,0.46424298680445575,0.6661404474655401,0.6621777096730096,0.5976443491372497,0.6319312858620122,0.613390306371742,0.6411597287644133,0.6406553487569884,0.572925143407241,0.5757031152958499,0.601331716975797,0.582949680424861
0.6073091139636071,0.5881712815063647,0.45387741689609173,0.6348707214199454,0.6241756601220283,0.6544691791882301,0.6733952584498112,0.6199639204544591,0.6287405614898576,0.6270785943652755,0.5585809672674654,0.5781414082726333,0.5953271493027718,0.6155698512365844
0.6686121119822941,0.70539484459583,0.49175781923256956,0.6929718914391189,0.6993558780019751,0.6402599812136675,0.6546264402404501,0.6569032063543319,0.6704433621512739,0.7051762039559253,0.5913381794026294,0.6669043800616313,0.6764921787058801,0.6420883547657945
0.637270820086771,0.6062216034665058,0.46245599001920357,0.6569359670380165,0.6439653223650692,0.6454393788363524,0.681473334197548,0.6300219116735695,0.6344803628686114,0.6220268436503843,0.5713690781682113,0.46669097025353434,0.5893754987545247,0.600912089611424
0.5998873645407572,0.6436453191149061,0.4595365604814362,0.6619781629615574,0.6982415457473354,0.6598446593494617,0.6806281253181768,0.6306156693516299,0.658149684807783,0.6702720884577462,0.5817267885340518,0.5884354629752367,0.6139001309135428,0.6062185933189731
0.6788236956798636,0.6670357298125059,0.4841770162394942,0.6801116734512906,0.6612858904540067,0.6598128280110762,0.680516634997595,0.6993613524243105,0.7114609701270429,0.6925052424307692,0.5784353232790358,0.6655632075508051,0.682390635387353,0.6739606524843164
0.6256917588554022,0.6302091858369354,0.4652527427967192,0.6564706056991023,0.6655305214267523,0.625768054465526,0.6309840738377539,0.5708261366526134,0.5767739485660215,0.6104975677390024,0.54495139526981,0.5090148209768847,0.5610427808922113,0.5728118008468194
0.6368181230964769,0.6334165588695394,0.46835937438641845,0.6726170942611149,0.6816327762519852,0.6608280329193509,0.7138148045076298,0.6957860637827378,0.6985493468797517,0.6910409488268094,0.6059883400931829,0.6119662151179105,0.6508083283419328,0.65400048270659
0.6401979714299955,0.6965087941879069,0.4771417759809979,0.685845336715357,0.6652253983332179,0.6281533490273664,0.6290146692246933,0.6089386695303995,0.6434486538333644,0.6639000338623167,0.5811580706845851,0.5923689104256119,0.6380125641468359,0.606354777472606
0.6410519882727308,0.619176709919972,0.4814820348765482,0.663701111690469,0.6723630707790648,0.6717802618028311,0.7087432717949677,0.6538842433373259,0.6536428080569152,0.6422684479255107,0.5623985524995482,0.6246463657220881,0.6223096697816197,0.6411540338505651
0.6424643454497321,0.6422356890458688,0.4652188890870695,0.6484088948127071,0.6740135089776755,0.6543843036381402,0.6782896364702329,0.659732096660906,0.6688946783787288,0.6863552127911255,0.5908570290117008,0.5329447739742614,0.6323530130333648,0.6230663102848891
0.6181636238572703,0.6211982544637306,0.44953144742664747,0.6639876748871639,0.6474978297576279,0.611613596498411,0.6130470425600352,0.6076058757250704,0.6287327776985888,0.6397341755997558,0.5737170285705592,0.5324630959980429,0.6114918662248119,0.5860191925081166
0.6565544088632056,0.6779289068317894,0.4887802252640592,0.6901712580123688,0.6748802911911405,0.6596683550479245,0.7121247471608159,0.6458961607454651,0.6556681074842482,0.6530210163778327,0.5594736028626208,0.6804997036619274,0.6151337040776035,0.6412347540518947
0.6458637589274122,0.6502567170693543,0.4777018920487754,0.6709533376741209,0.6999780417038646,0.6550751656858741,0.6657235128630329,0.656157988183467,0.6612400257228576,0.6796579729415956,0.5864127132619628,0.5638526064359828,0.642688788676451,0.6437632373403481
0.611235885577679,0.6153810422647068,0.45611496982896693,0.6369893794613206,0.6518173306692036,0.6489734908000617,0.6624353124839972,0.6324485580332079,0.6604190134950634,0.6541398041829423,0.5789023085128406,0.5246217307644383,0.6153880495913097,0.5844153789068594
0.6665948479752656,0.6724446974908236,0.47833924072147366,0.6883116118745931,0.6768903105142059,0.6574143430178164,0.6957115686403842,0.6528306336332174,0.6632808643791701,0.6642733316800529,0.5806410057522253,0.6423883833445465,0.6447406244340615,0.6759182194985427
0.60892784655974,0.6373291389639505,0.4660241023009065,0.6720726321040927,0.6483238647861329,0.6153663011113664,0.6276467752498528,0.6181326016344918,0.6186754165548133,0.6377916505423431,0.5622626763526193,0.5648956817067268,0.5850730791628773,0.5628614680316363
0.667332443022971,0.6321284646226837,0.47934706040472097,0.6570206884085348,0.7098855995915193,0.6796809297209141,0.7105803974906871,0.682956188423805,0.7065700208563412,0.6962575352808732,0.5952523566045494,0.6193226991610191,0.664780567120108,0.6587275896169019
