,AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,ID_all_events,EventId
3214,4097.5639648438,4118.8461914063,4092.9487304688,4131.41015625,4120.7690429688,4108.58984375,4103.9741210938,4106.9228515625,4109.4873046875,4110.6411132813,4108.0771484375,4088.58984375,4104.4873046875,4125.8974609375,1469.0,33026.0
3215,4098.205078125,4115.8974609375,4087.5642089844,4124.3588867188,4112.4360351563,4106.2822265625,4104.7436523438,4104.3588867188,4106.6665039063,4109.4873046875,4103.9741210938,4095.2563476563,4100.2563476563,4123.0771484375,1470.0,33026.0
3216,4095.2563476563,4107.1796875,4087.3076171875,4123.9741210938,4110.0,4107.6923828125,4108.3334960938,4105.7690429688,4109.4873046875,4107.0512695313,4104.1025390625,4107.4360351563,4099.2309570313,4123.7177734375,1471.0,33026.0
3217,4099.2309570313,4108.3334960938,4092.5642089844,4125.2563476563,4110.8974609375,4110.5126953125,4102.0512695313,4106.41015625,4106.794921875,4107.4360351563,4104.7436523438,4118.205078125,4105.384765625,4127.1796875,1472.0,33026.0
3218,4107.1796875,4123.8461914063,4098.7177734375,4132.0512695313,4112.8203125,4109.1025390625,4092.6923828125,4101.0258789063,4103.58984375,4107.0512695313,4106.1538085938,4131.794921875,4107.6923828125,4135.6411132813,1473.0,33026.0
3219,4108.9741210938,4126.794921875,4101.1538085938,4138.7177734375,4115.8974609375,4106.794921875,4094.7436523438,4096.0258789063,4106.5385742188,4107.6923828125,4109.615234375,4146.794921875,4107.0512695313,4141.6665039063,1474.0,33026.0
3220,4102.1796875,4109.7436523438,4093.8461914063,4129.4873046875,4112.8203125,4107.3076171875,4099.615234375,4091.9230957031,4102.1796875,4109.2309570313,4108.4614257813,4138.4614257813,4104.615234375,4133.4614257813,1475.0,33026.0
3221,4096.9228515625,4102.6923828125,4085.5129394531,4120.0,4108.3334960938,4107.5639648438,4096.5385742188,4089.6154785156,4093.3332519531,4107.3076171875,4103.9741210938,4112.9487304688,4100.2563476563,4122.8203125,1476.0,33026.0
3222,4100.2563476563,4113.8461914063,4090.2563476563,4126.1538085938,4109.1025390625,4105.2563476563,4092.9487304688,4096.0258789063,4098.3334960938,4107.3076171875,4105.384765625,4103.205078125,4103.205078125,4126.41015625,1477.0,33026.0
3223,4099.8715820313,4118.7177734375,4094.3588867188,4130.7690429688,4111.0258789063,4103.58984375,4093.58984375,4100.8974609375,4105.5126953125,4111.41015625,4109.8715820313,4107.4360351563,4107.4360351563,4132.6923828125,1478.0,33026.0
3224,4098.8461914063,4111.794921875,4089.4870605469,4127.8203125,4107.6923828125,4104.2309570313,4093.3332519531,4093.0769042969,4101.9228515625,4109.3588867188,4109.2309570313,4107.9487304688,4102.8203125,4129.7436523438,1479.0,33026.0
3225,4101.5385742188,4110.6411132813,4092.0512695313,4127.5639648438,4106.41015625,4107.4360351563,4095.2563476563,4092.4357910156,4101.41015625,4108.0771484375,4106.6665039063,4099.7436523438,4098.7177734375,4122.4360351563,1480.0,33026.0
3226,4099.3588867188,4117.6923828125,4099.2309570313,4129.2309570313,4109.2309570313,4108.3334960938,4097.4360351563,4106.0258789063,4110.0,4119.4873046875,4108.3334960938,4092.6923828125,4103.205078125,4123.7177734375,1481.0,33026.0
3227,4099.3588867188,4116.41015625,4098.4614257813,4128.9741210938,4110.2563476563,4106.2822265625,4095.5129394531,4111.9228515625,4109.8715820313,4125.1284179688,4110.1284179688,4096.41015625,4106.9228515625,4132.4360351563,1482.0,33026.0
3228,4102.4360351563,4110.1284179688,4093.0769042969,4125.1284179688,4108.3334960938,4106.794921875,4092.6923828125,4106.41015625,4100.6411132813,4114.4873046875,4107.0512695313,4107.8203125,4100.6411132813,4134.8715820313,1483.0,33026.0
3229,4096.9228515625,4110.384765625,4089.7436523438,4120.7690429688,4104.7436523438,4105.7690429688,4091.0256347656,4100.384765625,4098.3334960938,4108.205078125,4099.3588867188,4112.1796875,4091.794921875,4124.2309570313,1484.0,33026.0
3230,4091.9230957031,4111.0258789063,4088.58984375,4121.794921875,4106.1538085938,4102.1796875,4090.2563476563,4096.41015625,4100.5126953125,4109.4873046875,4093.205078125,4102.0512695313,4087.5642089844,4116.41015625,1485.0,33026.0
3231,4094.8718261719,4110.2563476563,4085.7692871094,4120.7690429688,4110.7690429688,4104.4873046875,4091.794921875,4094.7436523438,4096.794921875,4107.4360351563,4095.1281738281,4090.6411132813,4087.4357910156,4126.0258789063,1486.0,33026.0
3232,4092.4357910156,4107.3076171875,4085.3845214844,4112.5639648438,4108.58984375,4107.6923828125,4093.8461914063,4094.8718261719,4090.0,4107.9487304688,4096.2822265625,4080.2563476563,4088.205078125,4128.7177734375,1487.0,33026.0
3233,4089.2307128906,4107.0512695313,4088.0769042969,4113.205078125,4104.615234375,4105.1284179688,4091.6667480469,4097.9487304688,4096.794921875,4116.6665039063,4097.9487304688,4076.5385742188,4091.1538085938,4122.9487304688,1488.0,33026.0
3234,4100.2563476563,4117.1796875,4093.4614257813,4124.4873046875,4107.8203125,4103.8461914063,4090.2563476563,4105.7690429688,4111.0258789063,4124.3588867188,4106.5385742188,4085.6411132813,4096.2822265625,4129.4873046875,1489.0,33026.0
3235,4109.7436523438,4123.0771484375,4098.7177734375,4128.3334960938,4110.384765625,4107.6923828125,4091.6667480469,4111.0258789063,4112.5639648438,4125.5126953125,4112.9487304688,4094.7436523438,4098.3334960938,4139.7436523438,1490.0,33026.0
3236,4101.0258789063,4112.8203125,4093.4614257813,4122.1796875,4107.6923828125,4108.0771484375,4090.7692871094,4102.6923828125,4106.794921875,4122.1796875,4110.0,4091.794921875,4095.7692871094,4140.384765625,1491.0,33026.0
3237,4090.7692871094,4103.0771484375,4086.0256347656,4121.2822265625,4106.0258789063,4106.2822265625,4092.9487304688,4092.6923828125,4102.9487304688,4118.205078125,4100.7690429688,4082.6923828125,4091.0256347656,4132.0512695313,1492.0,33026.0
3238,4088.3332519531,4104.8715820313,4085.7692871094,4121.794921875,4106.9228515625,4109.2309570313,4100.0,4098.58984375,4102.4360351563,4118.8461914063,4092.6923828125,4077.5642089844,4089.1025390625,4123.4614257813,1493.0,33026.0
3239,4088.3332519531,4106.41015625,4084.3588867188,4115.0,4107.1796875,4107.6923828125,4096.794921875,4106.1538085938,4104.1025390625,4122.3076171875,4098.4614257813,4078.8461914063,4091.794921875,4121.41015625,1494.0,33026.0
3240,4090.3845214844,4102.1796875,4083.3332519531,4115.2563476563,4104.615234375,4102.0512695313,4085.1281738281,4104.615234375,4106.2822265625,4123.7177734375,4110.5126953125,4077.6923828125,4095.1281738281,4125.6411132813,1495.0,33026.0
3241,4085.5129394531,4096.9228515625,4083.3332519531,4115.7690429688,4099.2309570313,4104.2309570313,4085.5129394531,4106.0258789063,4102.5639648438,4121.794921875,4106.1538085938,4074.1025390625,4093.3332519531,4125.0,1496.0,33026.0
3242,4083.9743652344,4096.794921875,4082.5642089844,4112.0512695313,4097.1796875,4106.5385742188,4091.5385742188,4106.794921875,4096.9228515625,4120.5126953125,4095.5129394531,4089.2307128906,4088.0769042969,4119.7436523438,1497.0,33026.0
3243,4093.58984375,4104.1025390625,4083.8461914063,4114.615234375,4103.0771484375,4106.0258789063,4092.9487304688,4097.3076171875,4094.3588867188,4118.205078125,4093.205078125,4111.794921875,4087.4357910156,4123.205078125,1498.0,33026.0
3244,4102.6923828125,4111.5385742188,4090.3845214844,4119.8715820313,4112.1796875,4113.4614257813,4097.0512695313,4098.205078125,4094.6154785156,4119.615234375,4099.1025390625,4108.8461914063,4091.794921875,4132.8203125,1499.0,33026.0
3245,4102.5639648438,4111.5385742188,4093.4614257813,4117.8203125,4111.794921875,4112.1796875,4093.3332519531,4108.205078125,4097.5639648438,4125.0,4102.9487304688,4088.7180175781,4092.6923828125,4136.1538085938,1500.0,33026.0
3246,4090.1281738281,4099.3588867188,4082.8205566406,4107.3076171875,4099.1025390625,4095.1281738281,4080.5129394531,4101.9228515625,4094.6154785156,4120.8974609375,4094.3588867188,4073.3332519531,4083.4614257813,4124.8715820313,1501.0,33026.0
3247,4085.7692871094,4090.7692871094,4078.8461914063,4105.6411132813,4092.5642089844,4094.4870605469,4080.3845214844,4094.1025390625,4088.58984375,4114.7436523438,4090.0,4071.41015625,4077.6923828125,4116.1538085938,1502.0,33026.0
3248,4098.3334960938,4102.4360351563,4092.4357910156,4114.8715820313,4102.6923828125,4109.1025390625,4091.0256347656,4103.7177734375,4094.4870605469,4121.5385742188,4101.9228515625,4084.2307128906,4089.1025390625,4129.7436523438,1503.0,33026.0
3249,4108.0771484375,4115.8974609375,4101.9228515625,4125.7690429688,4111.41015625,4110.2563476563,4091.794921875,4111.5385742188,4102.8203125,4127.4360351563,4112.4360351563,4097.5639648438,4097.0512695313,4148.7177734375,1504.0,33026.0
3250,4103.4614257813,4110.1284179688,4095.6411132813,4126.41015625,4106.9228515625,4103.3334960938,4085.2563476563,4100.0,4095.7692871094,4121.794921875,4102.9487304688,4088.0769042969,4083.8461914063,4142.4360351563,1505.0,33026.0
3251,4091.794921875,4101.794921875,4086.794921875,4115.7690429688,4104.3588867188,4106.0258789063,4085.0,4088.8461914063,4087.4357910156,4119.3588867188,4089.2307128906,4068.9743652344,4073.9743652344,4122.4360351563,1506.0,33026.0
3252,4091.2819824219,4105.1284179688,4085.6411132813,4112.6923828125,4109.3588867188,4110.7690429688,4089.2307128906,4097.1796875,4096.5385742188,4124.1025390625,4094.7436523438,4073.7180175781,4083.205078125,4122.8203125,1507.0,33026.0
3253,4092.3076171875,4108.58984375,4087.1794433594,4116.9228515625,4105.8974609375,4109.7436523438,4092.1794433594,4103.4614257813,4103.3334960938,4125.0,4107.8203125,4088.4614257813,4092.8205566406,4138.7177734375,1508.0,33026.0
3254,4087.9487304688,4106.9228515625,4087.6923828125,4114.615234375,4096.794921875,4106.9228515625,4092.4357910156,4095.7692871094,4094.7436523438,4123.58984375,4106.6665039063,4083.58984375,4092.4357910156,4140.5126953125,1509.0,33026.0
3255,4090.3845214844,4105.5126953125,4087.5642089844,4109.8715820313,4098.9741210938,4104.3588867188,4085.7692871094,4091.0256347656,4089.8718261719,4122.4360351563,4100.1284179688,4071.0256347656,4087.0512695313,4126.1538085938,1510.0,33026.0
3256,4093.9743652344,4107.4360351563,4086.9230957031,4116.2822265625,4108.3334960938,4105.1284179688,4081.1538085938,4094.3588867188,4092.4357910156,4121.1538085938,4099.1025390625,4071.2819824219,4082.1794433594,4119.3588867188,1511.0,33026.0
3257,4095.1281738281,4109.8715820313,4088.58984375,4123.4614257813,4103.205078125,4107.0512695313,4086.6667480469,4093.4614257813,4091.9230957031,4121.6665039063,4095.8974609375,4077.9487304688,4083.205078125,4128.9741210938,1512.0,33026.0
3258,4099.4873046875,4111.5385742188,4097.0512695313,4121.0258789063,4094.3588867188,4103.0771484375,4087.0512695313,4094.1025390625,4091.5385742188,4122.6923828125,4098.58984375,4085.1281738281,4088.8461914063,4139.615234375,1513.0,33026.0
3259,4101.9228515625,4111.41015625,4102.3076171875,4121.2822265625,4100.7690429688,4098.4614257813,4075.7692871094,4104.615234375,4096.5385742188,4124.4873046875,4107.5639648438,4092.4357910156,4091.794921875,4141.0258789063,1514.0,33026.0
3260,4100.2563476563,4108.3334960938,4096.9228515625,4122.3076171875,4107.3076171875,4100.7690429688,4074.2307128906,4108.3334960938,4099.7436523438,4125.5126953125,4106.5385742188,4092.1794433594,4090.5129394531,4138.4614257813,1515.0,33026.0
3261,4097.4360351563,4107.3076171875,4094.4870605469,4120.8974609375,4105.2563476563,4105.7690429688,4084.3588867188,4104.2309570313,4100.0,4126.0258789063,4101.6665039063,4088.4614257813,4089.8718261719,4138.4614257813,1516.0,33026.0
3262,4097.6923828125,4107.9487304688,4099.4873046875,4122.8203125,4106.2822265625,4108.7177734375,4090.2563476563,4107.0512695313,4100.6411132813,4127.1796875,4104.2309570313,4086.0256347656,4090.8974609375,4135.1284179688,1517.0,33026.0
3263,4097.6923828125,4107.6923828125,4097.8203125,4123.8461914063,4109.2309570313,4109.7436523438,4090.5129394531,4107.0512695313,4097.3076171875,4125.8974609375,4104.4873046875,4082.1794433594,4092.3076171875,4126.1538085938,1518.0,33026.0
3264,4095.2563476563,4107.5639648438,4089.6154785156,4122.8203125,4107.5639648438,4107.5639648438,4087.6923828125,4098.3334960938,4091.5385742188,4122.1796875,4096.794921875,4081.5385742188,4090.5129394531,4122.3076171875,1519.0,33026.0
3265,4098.9741210938,4108.58984375,4094.2307128906,4125.8974609375,4104.7436523438,4106.1538085938,4083.0769042969,4100.0,4091.0256347656,4124.615234375,4095.3845214844,4086.1538085938,4091.0256347656,4130.8974609375,1520.0,33026.0
3266,4099.1025390625,4107.9487304688,4102.9487304688,4127.9487304688,4103.58984375,4106.5385742188,4080.5129394531,4106.794921875,4095.6411132813,4128.58984375,4106.1538085938,4090.5129394531,4095.1281738281,4135.384765625,1521.0,33026.0
3267,4092.3076171875,4106.9228515625,4098.58984375,4124.4873046875,4104.8715820313,4105.6411132813,4080.2563476563,4099.1025390625,4095.7692871094,4127.9487304688,4110.5126953125,4091.6667480469,4096.41015625,4127.8203125,1522.0,33026.0
3268,4093.9743652344,4107.9487304688,4095.6411132813,4121.41015625,4106.0258789063,4103.9741210938,4081.2819824219,4091.41015625,4093.0769042969,4131.5385742188,4105.2563476563,4091.794921875,4099.3588867188,4124.8715820313,1523.0,33026.0
3269,4097.4360351563,4102.5639648438,4096.1538085938,4116.794921875,4100.384765625,4099.7436523438,4081.0256347656,4094.4870605469,4095.3845214844,4138.205078125,4112.0512695313,4092.4357910156,4105.5126953125,4127.6923828125,1524.0,33026.0
3270,4095.3845214844,4095.6411132813,4094.6154785156,4110.6411132813,4095.0,4093.7180175781,4075.5129394531,4093.3332519531,4096.1538085938,4137.5639648438,4124.2309570313,4097.3076171875,4107.3076171875,4127.4360351563,1525.0,33026.0
3271,4095.7692871094,4098.9741210938,4094.8718261719,4108.3334960938,4094.1025390625,4095.2563476563,4072.9487304688,4094.6154785156,4093.58984375,4135.7690429688,4123.8461914063,4106.2822265625,4106.5385742188,4130.0,1526.0,33026.0
3272,4102.4360351563,4106.0258789063,4096.6665039063,4112.6923828125,4098.0771484375,4101.0258789063,4080.0,4104.2309570313,4097.3076171875,4138.205078125,4122.8203125,4111.2822265625,4108.58984375,4138.205078125,1527.0,33026.0
3273,4110.0,4106.794921875,4102.1796875,4120.1284179688,4102.4360351563,4101.9228515625,4080.7692871094,4106.6665039063,4101.0258789063,4139.8715820313,4127.0512695313,4106.6665039063,4109.7436523438,4143.9741210938,1528.0,33026.0
3274,4111.41015625,4107.4360351563,4101.9228515625,4124.2309570313,4103.3334960938,4101.794921875,4076.0256347656,4104.615234375,4096.1538085938,4138.7177734375,4120.5126953125,4097.6923828125,4107.9487304688,4140.6411132813,1529.0,33026.0
3275,4110.0,4109.4873046875,4097.1796875,4121.794921875,4101.41015625,4105.7690429688,4083.7180175781,4104.615234375,4091.2819824219,4132.5639648438,4106.2822265625,4089.7436523438,4105.7690429688,4131.0258789063,1530.0,33026.0
3276,4107.8203125,4107.0512695313,4097.8203125,4119.615234375,4101.41015625,4106.0258789063,4091.0256347656,4099.2309570313,4090.3845214844,4124.7436523438,4103.0771484375,4088.3332519531,4104.2309570313,4128.3334960938,1531.0,33026.0
3277,4105.2563476563,4104.4873046875,4101.0258789063,4121.5385742188,4100.5126953125,4102.3076171875,4081.6667480469,4093.8461914063,4089.4870605469,4128.0771484375,4109.7436523438,4092.3076171875,4105.7690429688,4136.0258789063,1532.0,33026.0
3278,4102.3076171875,4106.41015625,4096.1538085938,4121.5385742188,4098.7177734375,4104.615234375,4077.0512695313,4098.9741210938,4094.1025390625,4136.2822265625,4108.58984375,4091.794921875,4106.5385742188,4137.1796875,1533.0,33026.0
3279,4100.5126953125,4105.8974609375,4089.1025390625,4119.7436523438,4098.4614257813,4107.0512695313,4085.3845214844,4105.384765625,4103.205078125,4137.4360351563,4103.9741210938,4092.1794433594,4104.3588867188,4132.0512695313,1534.0,33026.0
3280,4104.7436523438,4102.0512695313,4092.5642089844,4115.1284179688,4096.41015625,4105.1284179688,4090.2563476563,4112.3076171875,4108.58984375,4138.3334960938,4111.794921875,4102.0512695313,4106.9228515625,4137.8203125,1535.0,33026.0
3281,4106.41015625,4098.0771484375,4094.4870605469,4108.8461914063,4092.4357910156,4106.794921875,4092.5642089844,4121.5385742188,4112.0512695313,4144.2309570313,4118.7177734375,4111.6665039063,4111.0258789063,4142.4360351563,1536.0,33026.0
3282,4098.7177734375,4092.0512695313,4084.8718261719,4105.0,4091.2819824219,4108.3334960938,4093.7180175781,4115.384765625,4110.1284179688,4142.0512695313,4110.5126953125,4107.9487304688,4106.5385742188,4128.9741210938,1537.0,33026.0
3283,4096.0258789063,4087.9487304688,4080.6411132813,4106.1538085938,4095.7692871094,4108.3334960938,4092.9487304688,4101.41015625,4105.2563476563,4135.0,4102.8203125,4102.6923828125,4100.1284179688,4118.58984375,1538.0,33026.0
3284,4103.8461914063,4097.9487304688,4091.9230957031,4113.9741210938,4106.1538085938,4117.3076171875,4097.8203125,4108.58984375,4114.615234375,4142.8203125,4112.0512695313,4113.3334960938,4105.6411132813,4131.2822265625,1539.0,33026.0
3285,4115.0,4110.2563476563,4102.9487304688,4123.205078125,4111.9228515625,4122.5639648438,4100.2563476563,4124.2309570313,4128.3334960938,4157.8203125,4126.1538085938,4128.205078125,4119.4873046875,4149.8715820313,1540.0,33026.0
3286,4115.384765625,4108.9741210938,4100.1284179688,4125.2563476563,4101.794921875,4111.6665039063,4093.58984375,4123.3334960938,4127.0512695313,4157.9487304688,4125.1284179688,4126.0258789063,4122.4360351563,4148.4614257813,1541.0,33026.0
3287,4108.8461914063,4104.1025390625,4094.7436523438,4118.58984375,4093.7180175781,4104.2309570313,4090.1281738281,4121.9228515625,4122.5639648438,4152.1796875,4113.205078125,4115.2563476563,4116.794921875,4138.9741210938,1542.0,33026.0
3288,4112.3076171875,4105.384765625,4094.7436523438,4114.3588867188,4104.2309570313,4108.4614257813,4093.9743652344,4127.8203125,4124.7436523438,4153.0771484375,4108.0771484375,4115.384765625,4116.5385742188,4142.6923828125,1543.0,33026.0
3289,4118.4614257813,4107.3076171875,4096.0258789063,4118.205078125,4112.5639648438,4110.5126953125,4095.2563476563,4125.1284179688,4121.2822265625,4151.1538085938,4111.9228515625,4121.0258789063,4117.0512695313,4150.2563476563,1544.0,33026.0
3290,4119.1025390625,4108.3334960938,4099.4873046875,4121.794921875,4107.9487304688,4107.0512695313,4090.6411132813,4116.0258789063,4111.794921875,4143.9741210938,4110.5126953125,4122.5639648438,4111.794921875,4149.7436523438,1545.0,33026.0
3291,4116.9228515625,4109.8715820313,4100.2563476563,4118.9741210938,4104.1025390625,4106.2822265625,4090.1281738281,4112.1796875,4108.9741210938,4140.2563476563,4105.7690429688,4122.0512695313,4106.2822265625,4145.0,1546.0,33026.0
3292,4113.4614257813,4107.5639648438,4092.5642089844,4117.9487304688,4107.8203125,4108.3334960938,4091.5385742188,4111.5385742188,4109.7436523438,4138.205078125,4105.0,4124.615234375,4106.0258789063,4141.794921875,1547.0,33026.0
3293,4115.6411132813,4105.0,4093.0769042969,4122.6923828125,4106.0258789063,4106.0258789063,4083.9743652344,4108.8461914063,4107.0512695313,4138.205078125,4105.384765625,4134.3588867188,4106.794921875,4139.8715820313,1548.0,33026.0
3294,4115.6411132813,4106.9228515625,4097.0512695313,4124.2309570313,4098.4614257813,4103.0771484375,4077.3076171875,4105.5126953125,4103.7177734375,4140.5126953125,4104.3588867188,4141.1538085938,4107.0512695313,4140.0,1549.0,33026.0
3295,4111.1538085938,4107.5639648438,4093.4614257813,4123.4614257813,4100.1284179688,4106.794921875,4086.794921875,4104.1025390625,4105.2563476563,4139.3588867188,4104.1025390625,4138.205078125,4107.0512695313,4138.3334960938,1550.0,33026.0
3296,4112.4360351563,4106.5385742188,4095.0,4124.1025390625,4110.1284179688,4110.7690429688,4094.1025390625,4106.9228515625,4107.1796875,4139.3588867188,4105.8974609375,4136.5385742188,4105.5126953125,4140.384765625,1551.0,33026.0
3297,4114.8715820313,4108.3334960938,4102.8203125,4125.1284179688,4112.0512695313,4107.5639648438,4085.7692871094,4110.8974609375,4108.58984375,4144.615234375,4108.4614257813,4142.5639648438,4106.41015625,4151.6665039063,1552.0,33026.0
3298,4116.2822265625,4110.384765625,4106.41015625,4130.5126953125,4106.6665039063,4105.5126953125,4080.5129394531,4109.2309570313,4109.2309570313,4144.615234375,4109.2309570313,4144.1025390625,4107.3076171875,4155.6411132813,1553.0,33026.0
3299,4114.8715820313,4110.1284179688,4103.7177734375,4133.3334960938,4109.7436523438,4105.8974609375,4084.1025390625,4105.0,4103.0771484375,4139.8715820313,4107.8203125,4141.41015625,4105.6411132813,4147.3076171875,1554.0,33026.0
3300,4109.4873046875,4106.5385742188,4096.5385742188,4125.6411132813,4108.3334960938,4105.7690429688,4083.205078125,4100.7690429688,4093.3332519531,4136.9228515625,4100.8974609375,4138.205078125,4100.1284179688,4140.2563476563,1555.0,33026.0
3301,4106.41015625,4099.4873046875,4089.2307128906,4118.58984375,4098.8461914063,4105.8974609375,4078.58984375,4093.205078125,4086.2819824219,4133.7177734375,4089.7436523438,4126.6665039063,4092.0512695313,4138.0771484375,1556.0,33026.0
3302,4106.0258789063,4096.9228515625,4087.6923828125,4119.2309570313,4094.7436523438,4102.3076171875,4076.5385742188,4090.3845214844,4089.2307128906,4134.3588867188,4090.6411132813,4113.3334960938,4091.1538085938,4137.0512695313,1557.0,33026.0
3303,4107.5639648438,4102.8203125,4092.8205566406,4120.8974609375,4091.5385742188,4100.5126953125,4074.7436523438,4096.6665039063,4099.4873046875,4139.3588867188,4101.6665039063,4107.5639648438,4100.0,4137.0512695313,1558.0,33026.0
3304,4111.5385742188,4105.8974609375,4098.9741210938,4120.8974609375,4095.5129394531,4104.8715820313,4075.2563476563,4098.3334960938,4099.2309570313,4140.2563476563,4098.9741210938,4106.1538085938,4106.1538085938,4137.9487304688,1559.0,33026.0
3305,4116.5385742188,4107.5639648438,4102.4360351563,4124.2309570313,4107.1796875,4105.8974609375,4075.5129394531,4094.4870605469,4091.9230957031,4138.205078125,4092.8205566406,4106.9228515625,4106.0258789063,4140.384765625,1560.0,33026.0
3306,4115.2563476563,4109.2309570313,4103.4614257813,4127.0512695313,4108.3334960938,4102.6923828125,4073.58984375,4096.794921875,4096.0258789063,4137.8203125,4098.205078125,4105.0,4105.7690429688,4139.3588867188,1561.0,33026.0
3307,4109.3588867188,4106.41015625,4102.3076171875,4126.2822265625,4105.1284179688,4104.8715820313,4080.0,4105.384765625,4108.3334960938,4141.9228515625,4104.2309570313,4108.8461914063,4110.6411132813,4138.58984375,1562.0,33026.0
3308,4114.3588867188,4113.58984375,4107.0512695313,4128.4614257813,4111.9228515625,4112.4360351563,4091.6667480469,4117.0512695313,4113.3334960938,4149.615234375,4106.1538085938,4136.2822265625,4119.7436523438,4150.2563476563,1563.0,33026.0
3309,4122.0512695313,4122.4360351563,4116.41015625,4128.58984375,4113.7177734375,4114.2309570313,4094.7436523438,4125.0,4111.41015625,4152.6923828125,4108.8461914063,4161.9228515625,4122.9487304688,4162.3076171875,1564.0,33026.0
3310,4118.205078125,4114.3588867188,4115.8974609375,4124.615234375,4106.6665039063,4111.2822265625,4090.0,4123.4614257813,4113.4614257813,4150.6411132813,4110.8974609375,4149.615234375,4121.41015625,4158.7177734375,1565.0,33026.0
3311,4112.5639648438,4104.8715820313,4109.615234375,4124.4873046875,4106.5385742188,4114.2309570313,4090.3845214844,4121.5385742188,4117.8203125,4152.1796875,4110.5126953125,4123.205078125,4121.2822265625,4149.7436523438,1566.0,33026.0
3312,4111.2822265625,4110.5126953125,4108.58984375,4127.1796875,4110.1284179688,4120.0,4095.2563476563,4122.0512695313,4117.3076171875,4154.2309570313,4111.6665039063,4120.6411132813,4119.615234375,4151.0258789063,1567.0,33026.0
3313,4111.41015625,4113.0771484375,4112.9487304688,4124.7436523438,4110.384765625,4115.5126953125,4090.6411132813,4114.2309570313,4111.2822265625,4153.58984375,4111.2822265625,4126.794921875,4118.58984375,4157.3076171875,1568.0,33026.0
3314,4105.384765625,4107.3076171875,4110.7690429688,4121.41015625,4111.794921875,4108.9741210938,4082.4357910156,4105.0,4110.5126953125,4151.794921875,4110.6411132813,4116.794921875,4118.3334960938,4150.8974609375,1569.0,33026.0
3315,4099.7436523438,4109.4873046875,4105.6411132813,4123.3334960938,4112.9487304688,4112.8203125,4084.3588867188,4107.5639648438,4114.7436523438,4146.1538085938,4109.2309570313,4105.6411132813,4113.7177734375,4138.9741210938,1570.0,33026.0
3316,4104.1025390625,4110.6411132813,4109.1025390625,4124.7436523438,4105.7690429688,4108.9741210938,4083.205078125,4108.4614257813,4110.2563476563,4141.41015625,4100.2563476563,4104.1025390625,4107.6923828125,4138.58984375,1571.0,33026.0
3317,4099.4873046875,4104.8715820313,4106.794921875,4118.4614257813,4100.8974609375,4103.3334960938,4073.8461914063,4097.4360351563,4096.6665039063,4134.4873046875,4084.6154785156,4094.4870605469,4098.58984375,4136.0258789063,1572.0,33026.0
3318,4090.0,4104.1025390625,4100.384765625,4111.794921875,4110.8974609375,4115.7690429688,4077.3076171875,4088.0769042969,4087.4357910156,4124.7436523438,4072.5642089844,4081.0256347656,4087.9487304688,4121.6665039063,1573.0,33026.0
3319,4093.205078125,4102.4360351563,4102.5639648438,4110.6411132813,4116.1538085938,4121.41015625,4083.7180175781,4086.0256347656,4087.4357910156,4119.2309570313,4069.2307128906,4080.2563476563,4084.8718261719,4115.2563476563,1574.0,33026.0
3320,4100.1284179688,4096.794921875,4104.615234375,4109.7436523438,4105.7690429688,4109.2309570313,4081.1538085938,4091.5385742188,4088.8461914063,4124.4873046875,4073.8461914063,4088.4614257813,4090.0,4127.5639648438,1575.0,33026.0
3321,4104.7436523438,4100.2563476563,4108.8461914063,4111.0258789063,4098.9741210938,4106.6665039063,4085.7692871094,4107.5639648438,4099.4873046875,4138.58984375,4089.4870605469,4099.615234375,4099.3588867188,4144.8715820313,1576.0,33026.0
3322,4108.8461914063,4109.4873046875,4116.794921875,4117.6923828125,4099.8715820313,4112.8203125,4093.8461914063,4123.3334960938,4120.6411132813,4152.0512695313,4108.4614257813,4110.6411132813,4112.1796875,4150.6411132813,1577.0,33026.0
3323,4113.58984375,4108.3334960938,4119.8715820313,4120.8974609375,4099.615234375,4108.205078125,4092.4357910156,4125.7690429688,4124.7436523438,4156.41015625,4109.3588867188,4110.8974609375,4116.0258789063,4143.205078125,1578.0,33026.0
3324,4112.6923828125,4106.5385742188,4120.1284179688,4120.2563476563,4105.384765625,4109.615234375,4092.5642089844,4118.8461914063,4111.0258789063,4149.1025390625,4100.6411132813,4104.1025390625,4109.615234375,4137.4360351563,1579.0,33026.0
3325,4104.615234375,4109.1025390625,4118.8461914063,4120.7690429688,4109.7436523438,4115.7690429688,4091.1538085938,4111.6665039063,4105.1284179688,4141.6665039063,4098.3334960938,4104.3588867188,4107.0512695313,4140.0,1580.0,33026.0
3326,4100.5126953125,4107.5639648438,4115.0,4119.1025390625,4104.1025390625,4107.8203125,4083.7180175781,4106.41015625,4107.5639648438,4139.615234375,4095.8974609375,4107.6923828125,4106.2822265625,4135.5126953125,1581.0,33026.0
3327,4106.41015625,4113.9741210938,4116.41015625,4119.7436523438,4104.7436523438,4110.6411132813,4087.1794433594,4109.3588867188,4107.9487304688,4140.0,4095.3845214844,4106.1538085938,4103.8461914063,4132.9487304688,1582.0,33026.0
