Time128Hz,Epoch,AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,EventId,EventDate,EventDuration,ID_Chunk_Number,ID_Chunk
13.9296875,55,4105.1284179688,4094.2307128906,4128.3334960938,4152.5639648438,4089.3588867188,4101.9228515625,4126.41015625,4093.58984375,4097.8203125,4074.1025390625,4045.2563476563,4077.1794433594,4086.5385742188,4088.58984375,33025,0.0,0.0,1.0,
13.9375,55,4103.0771484375,4104.615234375,4232.8203125,4151.6665039063,4091.1538085938,4098.3334960938,4122.8203125,4094.6154785156,4104.7436523438,4076.9230957031,4053.0769042969,4070.2563476563,4094.4870605469,4093.8461914063,33025,0.0,0.0,1.0,
13.9453125,55,4106.5385742188,4109.3588867188,4280.384765625,4153.4614257813,4100.1284179688,4097.6923828125,4119.8715820313,4091.2819824219,4100.7690429688,4076.6667480469,4056.0256347656,4081.1538085938,4092.8205566406,4092.3076171875,33025,0.0,0.0,1.0,
13.953125,55,4105.8974609375,4099.2309570313,4194.3588867188,4147.3076171875,4092.5642089844,4095.7692871094,4120.1284179688,4082.3076171875,4089.8718261719,4073.205078125,4050.0,4091.5385742188,4087.3076171875,4087.8205566406,33025,0.0,0.0,1.0,
13.9609375,55,4100.384765625,4092.3076171875,4138.0771484375,4140.5126953125,4088.4614257813,4100.1284179688,4123.58984375,4081.2819824219,4085.8974609375,4070.7692871094,4050.7692871094,4089.6154785156,4088.58984375,4088.3332519531,33025,0.0,0.0,1.0,
13.96875,55,4103.0771484375,4093.205078125,4160.384765625,4146.5385742188,4092.4357910156,4099.615234375,4121.5385742188,4087.6923828125,4090.7692871094,4072.1794433594,4058.205078125,4096.794921875,4093.0769042969,4098.58984375,33025,0.0,0.0,1.0,
13.9765625,55,4105.6411132813,4094.4870605469,4151.1538085938,4148.205078125,4088.9743652344,4094.2307128906,4125.5126953125,4090.3845214844,4102.3076171875,4077.9487304688,4060.1281738281,4110.7690429688,4094.6154785156,4108.0771484375,33025,0.0,0.0,1.0,
13.984375,55,4106.9228515625,4095.8974609375,4132.8203125,4140.7690429688,4094.1025390625,4100.5126953125,4135.384765625,4090.2563476563,4106.9228515625,4082.1794433594,4062.4357910156,4110.7690429688,4091.9230957031,4110.5126953125,33025,0.0,0.0,1.0,
13.9921875,55,4110.1284179688,4098.8461914063,4139.7436523438,4145.0,4103.4614257813,4109.7436523438,4132.3076171875,4090.8974609375,4099.615234375,4082.5642089844,4072.1794433594,4106.1538085938,4096.0258789063,4115.0,33025,0.0,0.0,1.0,
14.0,56,4111.41015625,4098.58984375,4132.8203125,4154.3588867188,4094.6154785156,4102.3076171875,4126.5385742188,4091.9230957031,4099.4873046875,4085.1281738281,4076.2819824219,4113.8461914063,4105.6411132813,4128.8461914063,33025,0.0,0.0,1.0,
14.0078125,56,4114.1025390625,4101.0258789063,4135.1284179688,4154.2309570313,4092.4357910156,4098.7177734375,4135.0,4093.58984375,4106.2822265625,4090.3845214844,4070.7692871094,4118.0771484375,4108.7177734375,4142.3076171875,33025,0.0,0.0,1.0,
14.015625,56,4113.8461914063,4108.0771484375,4138.205078125,4151.794921875,4108.58984375,4108.3334960938,4141.41015625,4092.1794433594,4098.0771484375,4086.0256347656,4067.1794433594,4113.0771484375,4107.3076171875,4137.1796875,33025,0.0,0.0,1.0,
14.0234375,56,4111.0258789063,4105.5126953125,4126.0258789063,4146.2822265625,4108.8461914063,4107.4360351563,4134.4873046875,4087.8205566406,4086.9230957031,4076.0256347656,4067.0512695313,4117.6923828125,4105.8974609375,4124.3588867188,33025,0.0,0.0,1.0,
14.03125,56,4114.2309570313,4100.7690429688,4124.4873046875,4141.5385742188,4087.6923828125,4097.9487304688,4131.5385742188,4090.1281738281,4092.0512695313,4081.1538085938,4069.6154785156,4134.4873046875,4105.8974609375,4128.7177734375,33025,0.0,0.0,1.0,
14.0390625,56,4119.8715820313,4106.6665039063,4133.7177734375,4144.4873046875,4085.6411132813,4101.0258789063,4143.205078125,4094.3588867188,4096.794921875,4093.205078125,4076.1538085938,4146.6665039063,4109.4873046875,4142.5639648438,33025,0.0,0.0,1.0,
14.046875,56,4118.7177734375,4107.1796875,4130.2563476563,4143.7177734375,4100.6411132813,4112.5639648438,4153.4614257813,4093.7180175781,4093.7180175781,4090.8974609375,4076.6667480469,4142.5639648438,4110.2563476563,4139.7436523438,33025,0.0,0.0,1.0,
14.0546875,56,4113.9741210938,4101.0258789063,4123.205078125,4137.8203125,4102.8203125,4106.794921875,4143.8461914063,4098.4614257813,4101.6665039063,4088.0769042969,4073.4614257813,4135.2563476563,4109.1025390625,4134.2309570313,33025,0.0,0.0,1.0,
14.0625,56,4117.8203125,4106.9228515625,4130.8974609375,4138.0771484375,4093.8461914063,4092.1794433594,4126.9228515625,4104.7436523438,4114.1025390625,4096.2822265625,4077.9487304688,4138.9741210938,4119.2309570313,4140.0,33025,0.0,0.0,1.0,
14.0703125,56,4121.9228515625,4110.6411132813,4137.0512695313,4141.5385742188,4093.205078125,4094.8718261719,4128.0771484375,4097.5639648438,4107.9487304688,4097.4360351563,4082.6923828125,4140.8974609375,4124.3588867188,4141.1538085938,33025,0.0,0.0,1.0,
14.078125,56,4113.8461914063,4098.3334960938,4129.2309570313,4140.1284179688,4098.8461914063,4105.2563476563,4136.794921875,4085.2563476563,4092.4357910156,4088.7180175781,4075.2563476563,4126.41015625,4110.2563476563,4140.6411132813,33025,0.0,0.0,1.0,
14.0859375,56,4109.7436523438,4093.3332519531,4120.1284179688,4136.6665039063,4092.5642089844,4104.2309570313,4138.8461914063,4082.4357910156,4088.205078125,4087.0512695313,4066.5385742188,4116.5385742188,4104.1025390625,4136.9228515625,33025,0.0,0.0,1.0,
14.09375,56,4111.6665039063,4102.3076171875,4117.0512695313,4138.4614257813,4087.4357910156,4101.794921875,4141.5385742188,4087.0512695313,4092.0512695313,4091.2819824219,4070.6411132813,4123.3334960938,4109.7436523438,4127.0512695313,33025,0.0,0.0,1.0,1.0
14.1015625,56,4111.5385742188,4108.205078125,4118.58984375,4140.7690429688,4098.58984375,4108.9741210938,4144.615234375,4089.4870605469,4096.5385742188,4090.3845214844,4077.0512695313,4124.2309570313,4108.8461914063,4127.5639648438,33025,0.0,0.0,1.0,1.0
14.109375,56,4112.9487304688,4103.9741210938,4121.41015625,4138.4614257813,4109.615234375,4107.3076171875,4140.0,4089.6154785156,4100.5126953125,4092.5642089844,4078.9743652344,4116.9228515625,4110.6411132813,4138.0771484375,33025,0.0,0.0,1.0,1.0
14.1171875,56,4117.6923828125,4105.1284179688,4120.5126953125,4145.6411132813,4107.3076171875,4095.0,4133.7177734375,4094.4870605469,4105.6411132813,4104.8715820313,4089.2307128906,4126.0258789063,4120.384765625,4145.8974609375,33025,0.0,0.0,1.0,2.0
14.125,56,4125.0,4116.41015625,4119.2309570313,4158.4614257813,4108.3334960938,4094.1025390625,4137.4360351563,4098.0771484375,4105.0,4108.7177734375,4095.5129394531,4144.7436523438,4125.5126953125,4153.7177734375,33025,0.0,0.0,1.0,2.0
14.1328125,56,4120.7690429688,4113.7177734375,4116.6665039063,4150.384765625,4109.1025390625,4097.9487304688,4139.615234375,4092.8205566406,4098.0771484375,4095.3845214844,4080.6411132813,4139.2309570313,4120.8974609375,4157.6923828125,33025,0.0,0.0,1.0,2.0
14.140625,56,4110.2563476563,4097.6923828125,4115.7690429688,4137.6923828125,4088.58984375,4093.0769042969,4138.9741210938,4097.3076171875,4101.0258789063,4091.1538085938,4072.1794433594,4123.7177734375,4115.7690429688,4148.4614257813,33025,0.0,0.0,1.0,2.0
14.1484375,56,4111.6665039063,4097.5639648438,4118.9741210938,4142.0512695313,4077.4357910156,4090.5129394531,4147.6923828125,4111.9228515625,4112.4360351563,4102.9487304688,4085.0,4131.6665039063,4117.9487304688,4140.2563476563,33025,0.0,0.0,1.0,3.0
14.15625,56,4114.3588867188,4107.5639648438,4112.6923828125,4144.4873046875,4088.58984375,4094.8718261719,4155.384765625,4112.0512695313,4113.8461914063,4106.1538085938,4092.8205566406,4142.5639648438,4122.8203125,4143.9741210938,33025,0.0,0.0,1.0,3.0
14.1640625,56,4118.0771484375,4108.7177734375,4114.1025390625,4142.6923828125,4096.6665039063,4098.9741210938,4155.1284179688,4106.9228515625,4108.8461914063,4102.8203125,4090.5129394531,4137.5639648438,4124.615234375,4152.1796875,33025,0.0,0.0,1.0,3.0
14.171875,56,4123.58984375,4110.8974609375,4130.8974609375,4150.5126953125,4101.0258789063,4106.1538085938,4157.1796875,4112.4360351563,4108.7177734375,4106.41015625,4088.8461914063,4143.58984375,4125.2563476563,4157.5639648438,33025,0.0,0.0,1.0,3.0
14.1796875,56,4123.8461914063,4113.58984375,4134.1025390625,4157.5639648438,4110.0,4111.6665039063,4160.0,4112.0512695313,4108.0771484375,4109.2309570313,4090.2563476563,4154.2309570313,4125.5126953125,4156.0258789063,33025,0.0,0.0,1.0,4.0
14.1875,56,4122.1796875,4109.2309570313,4123.8461914063,4156.794921875,4106.41015625,4105.7690429688,4154.1025390625,4106.2822265625,4109.7436523438,4105.6411132813,4099.1025390625,4148.58984375,4124.4873046875,4151.794921875,33025,0.0,0.0,1.0,4.0
14.1953125,56,4122.0512695313,4109.7436523438,4121.9228515625,4154.4873046875,4096.2822265625,4103.8461914063,4152.9487304688,4113.7177734375,4117.8203125,4107.6923828125,4107.3076171875,4152.0512695313,4130.2563476563,4152.9487304688,33025,0.0,0.0,1.0,4.0
14.203125,56,4126.41015625,4111.5385742188,4125.5126953125,4154.615234375,4100.6411132813,4108.0771484375,4159.7436523438,4126.1538085938,4125.0,4119.3588867188,4107.1796875,4172.3076171875,4140.2563476563,4164.4873046875,33025,0.0,0.0,1.0,4.0
14.2109375,56,4129.615234375,4106.0258789063,4126.41015625,4154.4873046875,4099.4873046875,4102.5639648438,4157.5639648438,4121.2822265625,4123.4614257813,4121.2822265625,4106.2822265625,4176.1538085938,4141.0258789063,4170.0,33025,0.0,0.0,1.0,5.0
14.21875,56,4128.0771484375,4108.3334960938,4128.58984375,4153.4614257813,4094.6154785156,4098.0771484375,4150.2563476563,4107.6923828125,4113.205078125,4111.1538085938,4107.4360351563,4161.9228515625,4138.58984375,4162.6923828125,33025,0.0,0.0,1.0,5.0
14.2265625,56,4128.4614257813,4119.8715820313,4130.8974609375,4154.7436523438,4103.0771484375,4104.7436523438,4152.0512695313,4107.9487304688,4108.58984375,4107.6923828125,4109.1025390625,4156.6665039063,4141.5385742188,4158.205078125,33025,0.0,0.0,1.0,5.0
14.234375,56,4127.3076171875,4122.6923828125,4128.0771484375,4154.1025390625,4105.1284179688,4108.9741210938,4156.794921875,4116.0258789063,4114.2309570313,4111.0258789063,4108.4614257813,4159.615234375,4143.205078125,4158.9741210938,33025,0.0,0.0,1.0,5.0
14.2421875,56,4125.6411132813,4113.205078125,4122.5639648438,4147.4360351563,4092.6923828125,4103.9741210938,4155.2563476563,4111.1538085938,4112.4360351563,4107.3076171875,4100.6411132813,4151.6665039063,4139.2309570313,4156.6665039063,33025,0.0,0.0,1.0,6.0
14.25,57,4125.384765625,4106.794921875,4118.58984375,4141.5385742188,4090.8974609375,4104.4873046875,4153.4614257813,4102.5639648438,4111.0258789063,4105.6411132813,4092.6923828125,4139.8715820313,4136.794921875,4149.7436523438,33025,0.0,0.0,1.0,6.0
14.2578125,57,4123.7177734375,4107.6923828125,4120.8974609375,4139.7436523438,4097.1796875,4105.7690429688,4154.7436523438,4109.615234375,4122.5639648438,4111.794921875,4095.8974609375,4141.2822265625,4140.384765625,4145.2563476563,33025,0.0,0.0,1.0,6.0
14.265625,57,4125.0,4108.4614257813,4120.384765625,4140.7690429688,4089.6154785156,4098.7177734375,4150.6411132813,4113.0771484375,4122.3076171875,4110.2563476563,4096.41015625,4144.1025390625,4141.5385742188,4143.205078125,33025,0.0,0.0,1.0,6.0
14.2734375,57,4122.0512695313,4105.2563476563,4113.205078125,4138.3334960938,4091.0256347656,4098.9741210938,4146.1538085938,4095.5129394531,4105.5126953125,4103.58984375,4085.7692871094,4134.2309570313,4132.4360351563,4136.41015625,33025,0.0,0.0,1.0,7.0
14.28125,57,4117.6923828125,4104.4873046875,4115.5126953125,4138.0771484375,4104.7436523438,4108.205078125,4150.5126953125,4087.9487304688,4100.0,4103.58984375,4082.9487304688,4131.5385742188,4130.7690429688,4128.58984375,33025,0.0,0.0,1.0,7.0
14.2890625,57,4117.1796875,4110.5126953125,4126.794921875,4144.615234375,4102.8203125,4106.794921875,4154.8715820313,4103.7177734375,4109.4873046875,4108.0771484375,4089.8718261719,4142.8203125,4139.1025390625,4131.794921875,33025,0.0,0.0,1.0,7.0
14.296875,57,4116.41015625,4112.3076171875,4121.41015625,4145.0,4094.3588867188,4098.58984375,4146.9228515625,4107.3076171875,4110.5126953125,4108.58984375,4090.5129394531,4148.58984375,4134.3588867188,4139.7436523438,33025,0.0,0.0,1.0,7.0
14.3046875,57,4117.0512695313,4105.8974609375,4111.794921875,4139.7436523438,4091.1538085938,4100.0,4138.4614257813,4093.58984375,4103.3334960938,4107.4360351563,4088.4614257813,4138.205078125,4127.1796875,4133.7177734375,33025,0.0,0.0,1.0,8.0
14.3125,57,4115.1284179688,4106.1538085938,4115.7690429688,4140.2563476563,4092.5642089844,4105.7690429688,4146.5385742188,4091.794921875,4103.58984375,4108.4614257813,4091.794921875,4122.5639648438,4134.7436523438,4124.7436523438,33025,0.0,0.0,1.0,8.0
14.3203125,57,4114.2309570313,4111.794921875,4120.7690429688,4142.8203125,4101.794921875,4107.9487304688,4155.7690429688,4098.7177734375,4107.4360351563,4107.4360351563,4092.6923828125,4124.3588867188,4140.1284179688,4128.3334960938,33025,0.0,0.0,1.0,8.0
14.328125,57,4118.8461914063,4112.6923828125,4121.2822265625,4143.4614257813,4110.5126953125,4106.9228515625,4151.41015625,4101.794921875,4106.9228515625,4107.4360351563,4094.7436523438,4137.3076171875,4135.8974609375,4136.6665039063,33025,0.0,0.0,1.0,8.0
14.3359375,57,4122.9487304688,4111.5385742188,4120.6411132813,4145.5126953125,4109.615234375,4107.5639648438,4150.5126953125,4106.5385742188,4108.7177734375,4111.0258789063,4102.9487304688,4139.4873046875,4137.3076171875,4140.0,33025,0.0,0.0,1.0,9.0
14.34375,57,4122.9487304688,4109.4873046875,4120.2563476563,4144.3588867188,4107.5639648438,4111.5385742188,4159.1025390625,4109.4873046875,4112.1796875,4112.9487304688,4101.41015625,4134.615234375,4137.4360351563,4139.3588867188,33025,0.0,0.0,1.0,9.0
14.3515625,57,4117.6923828125,4105.8974609375,4120.7690429688,4138.8461914063,4102.9487304688,4107.4360351563,4157.1796875,4106.794921875,4110.384765625,4111.9228515625,4093.9743652344,4132.9487304688,4135.5126953125,4141.1538085938,33025,0.0,0.0,1.0,9.0
14.359375,57,4115.384765625,4105.5126953125,4120.0,4133.8461914063,4100.2563476563,4100.6411132813,4148.7177734375,4105.6411132813,4112.6923828125,4110.384765625,4094.3588867188,4135.8974609375,4139.4873046875,4140.1284179688,33025,0.0,0.0,1.0,9.0
14.3671875,57,4117.0512695313,4108.58984375,4117.1796875,4132.4360351563,4106.41015625,4103.8461914063,4152.0512695313,4107.0512695313,4118.205078125,4110.384765625,4095.2563476563,4148.4614257813,4134.1025390625,4134.7436523438,33025,0.0,0.0,1.0,10.0
14.375,57,4116.794921875,4116.1538085938,4117.6923828125,4135.5126953125,4100.1284179688,4106.9228515625,4155.2563476563,4108.3334960938,4120.1284179688,4113.58984375,4092.0512695313,4165.5126953125,4123.8461914063,4135.0,33025,0.0,0.0,1.0,10.0
14.3828125,57,4118.9741210938,4119.1025390625,4122.8203125,4136.794921875,4091.9230957031,4103.7177734375,4153.205078125,4110.8974609375,4119.4873046875,4115.384765625,4093.0769042969,4172.4360351563,4126.6665039063,4139.2309570313,33025,0.0,0.0,1.0,10.0
14.390625,57,4121.2822265625,4110.8974609375,4119.2309570313,4135.1284179688,4110.2563476563,4109.4873046875,4157.6923828125,4116.0258789063,4117.5639648438,4110.8974609375,4093.205078125,4177.4360351563,4133.3334960938,4138.7177734375,33025,0.0,0.0,1.0,10.0
14.3984375,57,4121.41015625,4105.384765625,4112.4360351563,4136.1538085938,4120.7690429688,4114.615234375,4163.0771484375,4120.5126953125,4117.4360351563,4109.3588867188,4089.8718261719,4187.4360351563,4133.8461914063,4138.3334960938,33025,0.0,0.0,1.0,11.0
14.40625,57,4118.205078125,4109.615234375,4120.7690429688,4131.6665039063,4108.4614257813,4106.6665039063,4155.1284179688,4118.8461914063,4121.0258789063,4112.8203125,4093.58984375,4188.3334960938,4135.7690429688,4141.1538085938,33025,0.0,0.0,1.0,11.0
14.4140625,57,4112.4360351563,4105.6411132813,4117.1796875,4111.5385742188,4103.3334960938,4105.1284179688,4147.0512695313,4112.1796875,4116.1538085938,4110.5126953125,4092.9487304688,4176.794921875,4134.4873046875,4132.9487304688,33025,0.0,0.0,1.0,11.0
14.421875,57,4112.4360351563,4096.0258789063,4101.6665039063,4093.4614257813,4102.1796875,4107.5639648438,4146.5385742188,4102.5639648438,4102.4360351563,4103.9741210938,4081.1538085938,4166.794921875,4124.8715820313,4119.615234375,33025,0.0,0.0,1.0,11.0
14.4296875,57,4115.8974609375,4101.5385742188,4111.1538085938,4092.9487304688,4098.205078125,4099.7436523438,4141.6665039063,4095.7692871094,4098.205078125,4103.58984375,4080.2563476563,4170.8974609375,4121.5385742188,4123.0771484375,33025,0.0,0.0,1.0,12.0
14.4375,57,4116.5385742188,4105.8974609375,4122.5639648438,4095.2563476563,4098.8461914063,4096.5385742188,4140.5126953125,4098.7177734375,4103.0771484375,4108.205078125,4087.8205566406,4176.9228515625,4127.1796875,4132.9487304688,33025,0.0,0.0,1.0,12.0
14.4453125,57,4115.384765625,4093.9743652344,4109.3588867188,4089.1025390625,4092.3076171875,4100.5126953125,4145.384765625,4106.9228515625,4111.9228515625,4109.1025390625,4088.205078125,4168.4614257813,4129.615234375,4128.8461914063,33025,0.0,0.0,1.0,12.0
14.453125,57,4113.58984375,4089.3588867188,4100.384765625,4086.1538085938,4090.5129394531,4096.9228515625,4143.3334960938,4109.7436523438,4118.58984375,4107.1796875,4086.9230957031,4160.384765625,4125.8974609375,4123.7177734375,33025,0.0,0.0,1.0,12.0
14.4609375,57,4112.5639648438,4092.4357910156,4105.5126953125,4085.5129394531,4093.7180175781,4091.0256347656,4138.58984375,4100.2563476563,4113.8461914063,4108.4614257813,4084.1025390625,4156.5385742188,4123.7177734375,4126.1538085938,33025,0.0,0.0,1.0,13.0
14.46875,57,4106.9228515625,4079.2307128906,4100.8974609375,4076.6667480469,4084.4870605469,4092.0512695313,4138.8461914063,4087.3076171875,4098.9741210938,4106.0258789063,4072.9487304688,4145.5126953125,4120.7690429688,4119.1025390625,33025,0.0,0.0,1.0,13.0
14.4765625,57,4101.9228515625,4071.2819824219,4096.5385742188,4070.6411132813,4082.4357910156,4095.0,4139.8715820313,4091.5385742188,4094.1025390625,4101.794921875,4069.1025390625,4133.9741210938,4117.6923828125,4115.0,33025,0.0,0.0,1.0,13.0
14.484375,57,4110.0,4087.6923828125,4103.9741210938,4077.4357910156,4094.1025390625,4095.7692871094,4140.5126953125,4107.6923828125,4104.8715820313,4104.7436523438,4073.58984375,4125.6411132813,4118.7177734375,4126.2822265625,33025,0.0,0.0,1.0,13.0
14.4921875,57,4114.7436523438,4097.0512695313,4103.4614257813,4087.0512695313,4094.6154785156,4094.1025390625,4143.0771484375,4110.1284179688,4110.5126953125,4110.384765625,4077.5642089844,4123.9741210938,4123.0771484375,4130.8974609375,33025,0.0,0.0,1.0,14.0
14.5,58,4109.615234375,4091.6667480469,4097.0512695313,4090.5129394531,4093.0769042969,4093.7180175781,4137.6923828125,4099.1025390625,4106.794921875,4108.3334960938,4083.8461914063,4133.4614257813,4124.3588867188,4121.6665039063,33025,0.0,0.0,1.0,14.0
14.5078125,58,4111.0258789063,4092.5642089844,4099.615234375,4090.7692871094,4103.4614257813,4100.5126953125,4135.5126953125,4098.4614257813,4105.6411132813,4106.6665039063,4082.6923828125,4141.5385742188,4122.4360351563,4118.9741210938,33025,0.0,0.0,1.0,14.0
14.515625,58,4116.2822265625,4098.7177734375,4108.9741210938,4092.3076171875,4110.0,4108.8461914063,4148.0771484375,4108.8461914063,4109.7436523438,4111.794921875,4079.4870605469,4139.615234375,4125.384765625,4125.384765625,33025,0.0,0.0,1.0,14.0
14.5234375,58,4118.205078125,4098.3334960938,4111.9228515625,4093.0769042969,4107.1796875,4108.3334960938,4153.0771484375,4110.0,4109.8715820313,4112.5639648438,4083.8461914063,4140.2563476563,4123.8461914063,4126.6665039063,33025,0.0,0.0,1.0,15.0
14.53125,58,4113.58984375,4092.6923828125,4106.0258789063,4091.794921875,4100.5126953125,4099.4873046875,4142.4360351563,4098.9741210938,4104.8715820313,4107.4360351563,4083.9743652344,4141.1538085938,4113.8461914063,4121.6665039063,33025,0.0,0.0,1.0,15.0
14.5390625,58,4110.7690429688,4087.9487304688,4099.4873046875,4091.41015625,4092.6923828125,4090.1281738281,4133.58984375,4093.9743652344,4100.8974609375,4104.4873046875,4076.0256347656,4138.205078125,4113.3334960938,4115.6411132813,33025,0.0,0.0,1.0,15.0
14.546875,58,4113.58984375,4087.8205566406,4096.6665039063,4090.2563476563,4095.6411132813,4092.5642089844,4136.6665039063,4103.0771484375,4105.5126953125,4105.2563476563,4074.6154785156,4136.6665039063,4118.7177734375,4116.9228515625,33025,0.0,0.0,1.0,15.0
14.5546875,58,4115.6411132813,4095.8974609375,4101.0258789063,4090.2563476563,4103.3334960938,4101.41015625,4139.8715820313,4107.5639648438,4108.4614257813,4107.0512695313,4078.58984375,4134.4873046875,4114.8715820313,4125.6411132813,33025,0.0,0.0,1.0,16.0
14.5625,58,4118.7177734375,4099.8715820313,4109.4873046875,4094.8718261719,4102.5639648438,4104.7436523438,4139.8715820313,4099.7436523438,4097.5639648438,4106.1538085938,4077.6923828125,4142.5639648438,4112.5639648438,4127.0512695313,33025,0.0,0.0,1.0,16.0
14.5703125,58,4113.4614257813,4092.0512695313,4105.7690429688,4092.5642089844,4096.5385742188,4108.8461914063,4142.0512695313,4098.58984375,4093.9743652344,4104.4873046875,4077.6923828125,4161.5385742188,4119.2309570313,4121.5385742188,33025,0.0,0.0,1.0,16.0
14.578125,58,4111.5385742188,4093.8461914063,4102.0512695313,4088.58984375,4097.3076171875,4106.794921875,4142.4360351563,4110.2563476563,4110.2563476563,4112.6923828125,4084.7436523438,4177.4360351563,4123.3334960938,4122.8203125,33025,0.0,0.0,1.0,16.0
14.5859375,58,4121.2822265625,4108.205078125,4115.2563476563,4099.4873046875,4104.7436523438,4095.2563476563,4138.205078125,4116.6665039063,4118.205078125,4125.1284179688,4095.8974609375,4189.3588867188,4125.384765625,4131.2822265625,33025,0.0,0.0,1.0,17.0
14.59375,58,4120.384765625,4112.1796875,4120.7690429688,4107.6923828125,4111.2822265625,4092.5642089844,4131.5385742188,4108.7177734375,4106.794921875,4120.8974609375,4098.7177734375,4183.7177734375,4127.1796875,4128.9741210938,33025,0.0,0.0,1.0,17.0
14.6015625,58,4117.0512695313,4104.2309570313,4110.384765625,4097.0512695313,4103.8461914063,4097.5639648438,4128.58984375,4098.4614257813,4096.794921875,4107.6923828125,4087.3076171875,4148.205078125,4120.5126953125,4115.6411132813,33025,0.0,0.0,1.0,17.0
14.609375,58,4121.41015625,4098.205078125,4105.5126953125,4089.4870605469,4088.3332519531,4093.9743652344,4127.5639648438,4097.6923828125,4094.6154785156,4105.5126953125,4080.8974609375,4125.6411132813,4113.0771484375,4113.8461914063,33025,0.0,0.0,1.0,17.0
14.6171875,58,4118.8461914063,4091.6667480469,4103.205078125,4091.0256347656,4089.8718261719,4087.5642089844,4126.794921875,4102.5639648438,4094.3588867188,4107.5639648438,4086.9230957031,4138.0771484375,4112.6923828125,4123.4614257813,33025,0.0,0.0,1.0,18.0
14.625,58,4112.3076171875,4089.1025390625,4098.7177734375,4086.794921875,4098.7177734375,4095.0,4131.9228515625,4103.7177734375,4097.9487304688,4106.794921875,4092.0512695313,4140.6411132813,4112.9487304688,4125.6411132813,33025,0.0,0.0,1.0,18.0
14.6328125,58,4111.41015625,4091.9230957031,4099.3588867188,4085.1281738281,4096.6665039063,4105.7690429688,4140.384765625,4104.1025390625,4105.8974609375,4107.4360351563,4091.1538085938,4122.6923828125,4108.7177734375,4119.3588867188,33025,0.0,0.0,1.0,18.0
