AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,ID_all_events,EventId
0.47259405158016854,0.29456461003523415,0.2477052899688874,0.22877059860983273,0.3440538349695519,0.3747302159197403,0.47364345378565265,0.34893421571068917,0.37410237535814606,0.3159466879669406,0.70925471206347,0.39354987563360666,0.37529460036257856,0.3765019002707577,1.0,left
0.47238529595492107,0.30330657232276526,0.2482082816600102,0.22928281870623446,0.36756777621949155,0.38984840679587407,0.479875070959932,0.35333624831401167,0.3824798255230286,0.31404497782460794,0.7142571355410232,0.3950753045671256,0.3736443894174961,0.3773917583045021,2.0,left
0.4746863884958117,0.297034912841017,0.2491303000694105,0.22877059860983273,0.3908104839228823,0.3863390287463986,0.4705271507040605,0.35356832901447,0.3898992016809313,0.3186637123596334,0.7157579006892627,0.3826535989914248,0.376944811307661,0.3956389328992218,3.0,left
0.4824270789509768,0.29874595762059286,0.24883690155201466,0.23036426858391013,0.3859457790244676,0.3604212487544789,0.4578028233646583,0.3623723942212953,0.3994735606670714,0.3447429044122359,0.7237618544632944,0.3981261624341643,0.39486100249860456,0.40921223410726704,4.0,left
0.4943516464603155,0.31546917658503304,0.2484178748337702,0.23320998395655534,0.38810844195126926,0.3585313463651598,0.46533397156074496,0.368860505821182,0.39827665184581473,0.3528929429274523,0.728664442859257,0.42994106599103343,0.4042900097593538,0.42278553531531227,5.0,left
0.48744757206052913,0.31147818635043745,0.2475795021387961,0.23141721361913858,0.3897296671341959,0.36663078114255576,0.4697478276865388,0.3593606397308182,0.3853522243770753,0.32463992442825074,0.7170586146244307,0.42057104822202795,0.3958037236587444,0.4296840537864348,6.0,left
0.4702929590392779,0.2877233260857608,0.24728610362140047,0.22859989470549824,0.34648670209347365,0.35637153136588573,0.46844928565363464,0.3674697864901395,0.39085727568791206,0.3156750889940003,0.7104552098670789,0.39420303807676405,0.38637381856841024,0.4136623717599166,7.0,left
0.47259405158016854,0.287532968735146,0.24833390986089188,0.22956743359687148,0.32297276084353577,0.35097225092709294,0.4861076771229138,0.3938828645464687,0.4121591533215341,0.340668402485953,0.7204602473471304,0.40771362437105996,0.39038173024351863,0.3994212532846424,8.0,left
0.4769874810367023,0.30235623315381055,0.2462802798683319,0.23010815853569822,0.34648670209347365,0.3601513361445221,0.5016882035417671,0.3941149452471082,0.4147918057781368,0.3474599288049287,0.7265633335467019,0.42623621574118076,0.3993393769241065,0.4058739952550505,9.0,left
0.483054939381109,0.30406655414110517,0.24674128907303183,0.2297097410421789,0.36351316923803445,0.36879008202262575,0.5011689845263865,0.38484671863918507,0.40545719318962714,0.3403962861814751,0.7247624915787769,0.41773763452288026,0.40263979881427137,0.4201159612140799,10.0,left
0.49205055391942487,0.30729756255736085,0.2522318959306715,0.23144561007814346,0.37270319998984647,0.3839093011371695,0.5053237256387382,0.39481030491262903,0.40521744679199756,0.34800312675080924,0.7234617776436871,0.42797991878207675,0.40381864917937627,0.4294611655361642,11.0,left
0.49246886194719597,0.31128855279195644,0.25327970217016293,0.23301077520979574,0.39162161118905914,0.3955181139638295,0.5110361237976369,0.3941149452471082,0.4040214495540946,0.35398037348228684,0.7245622498407602,0.4460667918769303,0.4042900097593538,0.42679159143493184,12.0,left
0.48974946137853426,0.3048272597517272,0.24992669027796155,0.23284007130546114,0.38405383496960255,0.3830990491878854,0.4990911194757581,0.38368896244481476,0.40713268322260365,0.3463735329129527,0.7314657314177189,0.43647850000037813,0.40240456743907504,0.4194481439468509,13.0,left
0.48953990897617317,0.3055872415700662,0.2492979107567148,0.23232785120905952,0.36270307132107504,0.3790498459184981,0.49675413941189017,0.3971266997374041,0.42221118193603946,0.3507201511435021,0.7378688944369758,0.44236194162707765,0.4130124250649292,0.4214507482647827,14.0,left
0.4966527390012061,0.3082479017264639,0.25047150482629754,0.2323562476680644,0.37189207272366964,0.38795953264496497,0.510516904782258,0.41960146537349186,0.43561510219985244,0.37544134833118825,0.7377690593553856,0.47679198477554774,0.43139997683603415,0.4414776389269912,15.0,left
0.5018827845131195,0.3000762876987917,0.25076490334369317,0.23232785120905952,0.3694597202743548,0.37634969157989673,0.5061020596677617,0.41079740016666566,0.4327427033458058,0.37951688492012003,0.7370686895845338,0.4833294187850621,0.43281495640592027,0.4510457314993461,16.0,left
0.49937293634698143,0.30349692967352837,0.25147748820857574,0.2321001376198747,0.35918938740846684,0.36690120787171665,0.49130085626643183,0.38623743797022847,0.4135948969568801,0.35805487540856973,0.7379691105685349,0.4591408299561319,0.4283356841506505,0.4383622883250444,17.0,left
0.5,0.3206001395472118,0.2522318959306715,0.23238475251051172,0.3770274964938132,0.3809397483078172,0.49493637836340465,0.38670071693529184,0.4049786119777208,0.3507201511435021,0.7392696339786795,0.4502065304625633,0.4337576775660601,0.43057391182017835,18.0,left
0.49811721548671706,0.32478148713242216,0.25130987752127143,0.2322424450651821,0.3813517929979895,0.38984840679587407,0.5045444026212165,0.40129797529449984,0.4155101333874871,0.3577837937669539,0.7387693154209773,0.4552185355383891,0.4368219702512599,0.431908698870882,19.0,left
0.49539781491821877,0.31071820453209753,0.2495075039304746,0.23076268607742945,0.35513529510161845,0.3793192444092508,0.5014280995398268,0.39249302765164007,0.4121591533215341,0.34990483689314367,0.732666419746351,0.4417079492442628,0.4295145345157545,0.4279034902351908,20.0,left
0.4949795068904477,0.3012162604262274,0.2482082816600102,0.2294536309939892,0.35135140699189016,0.380399923087694,0.497792577442854,0.3769692113624865,0.4095265008649305,0.3463735329129527,0.7264633079401661,0.4216599289406231,0.4250352622604847,0.415887864328119,21.0,left
0.49225930954467145,0.30254659050442534,0.24896268938210597,0.22905521350046987,0.3645950153759401,0.3830990491878854,0.500389661508863,0.38971247142558774,0.43106721331282927,0.35941338760481045,0.7289645196789425,0.4240576243643339,0.43163610604081537,0.4080994878232529,22.0,left
0.4943516464603155,0.3036865632320094,0.24879507869480166,0.22928281870623446,0.348648850345457,0.36825025680250256,0.4920801792839553,0.3959689435430338,0.4305886321009229,0.3561531652662371,0.7293646221051637,0.42885135533278174,0.4337576775660601,0.40453920820434774,23.0,left
0.48953990897617317,0.29893559117907387,0.2464478905556362,0.22874220215082786,0.35162161118901025,0.36879008202262575,0.48299137404152415,0.3642263925172209,0.39923381426944093,0.34202691468219193,0.7210605915114465,0.41207246700372746,0.4170203367400367,0.39274562306379046,24.0,left
0.4824270789509768,0.29779561845148983,0.247202298277732,0.22868530084937566,0.38054066573181267,0.38822893113571766,0.4918200752818125,0.3505561333061564,0.3889420392573051,0.34202691468219193,0.7188594565923552,0.4074961802031698,0.4139551462250681,0.37917232185574523,25.0,left
0.48159046289559804,0.30672721429750194,0.2508906911737845,0.2301365549947031,0.37648605875014596,0.38525937830636536,0.5006487765223033,0.37905440792283684,0.4066541020106973,0.3515354653938605,0.7242621730210748,0.426671934016448,0.4292784053107894,0.38473520579240983,26.0,left
0.48033474203533366,0.3093878744538987,0.2491303000694105,0.2302219611385805,0.3586484643396197,0.36798085831174987,0.4845490310878686,0.38554207830470677,0.4085684268579506,0.3526218612858347,0.7247624915787769,0.43647850000037813,0.4205559900053988,0.398531395250898,27.0,left
0.48138091049323695,0.2998859303480286,0.24598688135093605,0.22905521350046987,0.35189181538633996,0.37095041114110394,0.4674108476226726,0.36075091784384483,0.3951654181774913,0.35017695319761977,0.7231615102990565,0.41882734518096143,0.40735520027432237,0.38807259716087117,28.0,left
0.4782432018969667,0.3002659212572727,0.24728610362140047,0.22916901610335216,0.35486509090450014,0.3830990491878854,0.4837706970590476,0.3575070826529094,0.39564399938921113,0.35234974498157,0.7257629381693143,0.3922418908679779,0.4212634797903414,0.3724966916350674,29.0,left
0.4767787254114557,0.3086278926355597,0.24892070689568335,0.22973813750118377,0.3743244251727713,0.38768910591580585,0.5024665375707889,0.3700182620155532,0.4028245407330244,0.35017695319761977,0.7264633079401661,0.39529274873501574,0.43116474546083783,0.37872739283896006,30.0,left
0.48430986346425975,0.3099582227137576,0.2490884772121973,0.22988044494651338,0.39270242797774735,0.3855287767971163,0.493637836330298,0.3755793744674767,0.40186646672604365,0.35017695319761977,0.7280640986950191,0.4173019162474425,0.42338505131540227,0.3931905520807497,31.0,left
0.4910043854616841,0.3082479017264639,0.24887888403847014,0.2303357637414628,0.3908104839228823,0.3868788539665218,0.4918200752818125,0.38415224140987814,0.40521744679199756,0.3577837937669539,0.734467261714276,0.4210067664972952,0.42597798342062454,0.39897632426768403,32.0,left
0.4910043854616841,0.3052072506608221,0.24875309620837882,0.2300796536932731,0.3864861874189156,0.39524871547307683,0.5092183627491513,0.389481273161163,0.41168057210962683,0.3618582956932368,0.7332665733856438,0.41272562944688485,0.4262141126255896,0.397863577983669,33.0,left
0.4824270789509768,0.2998859303480286,0.24892070689568335,0.22885600475371015,0.37675677762208437,0.38660945547577086,0.5053237256387382,0.3846155203747603,0.4083295920436738,0.3596844692464263,0.727463754530703,0.4098930456873937,0.42267756153045966,0.4009789285856158,34.0,left
0.47866150992457523,0.29931558208816966,0.24866929086471035,0.2277461584170295,0.3710809454574928,0.37230048831050944,0.48818455318483966,0.3825303238144109,0.4126377345332539,0.3564252815705018,0.7277638313503885,0.4149050507632186,0.42998589509573293,0.39919921251812696,35.0,left
0.48138091049323695,0.30387692058262417,0.24774727245531025,0.2274331470673876,0.38405383496960255,0.3790498459184981,0.49493637836340465,0.3850787993398237,0.42292950954538977,0.3564252815705018,0.7284642011212403,0.4362602258930002,0.4200846294252374,0.38985316071228837,36.0,left
0.48096260246546585,0.31508918567593724,0.24791488314261456,0.2281160710681015,0.37081125593498143,0.3855287767971163,0.5014280995398268,0.38739607660081266,0.42652023600897326,0.3632168078894775,0.725962989382464,0.4652425456902085,0.401225717074154,0.39029808972907354,37.0,left
0.48451861908950633,0.31946016681962863,0.24959130927411044,0.22840068595873853,0.3535135552438735,0.3787794191891276,0.49727335842727083,0.3920297486865767,0.4253233271877166,0.3670202281741446,0.7267633847598511,0.47701025888309534,0.40641158128459853,0.39764153721715445,38.0,left
0.4882849848930224,0.30729756255736085,0.2484178748337702,0.22803077330766652,0.39216201958350894,0.39092908547431904,0.506362163669702,0.40129797529449984,0.4217326007243196,0.3575116774624778,0.7268634103663869,0.48550884010139583,0.41867054768511913,0.39675083169948167,39.0,left
0.4884937405182699,0.29912594852968866,0.24619647452469606,0.22825837851343111,0.41432391049821327,0.401727646351695,0.5172687299606187,0.40940668083562315,0.4214937659100437,0.35425145512390444,0.7242621730210748,0.5025060025379977,0.41961326884525896,0.39608386191618106,40.0,left
0.48326369500635646,0.3053968842193031,0.24892070689568335,0.22726233477963276,0.38837813147378064,0.3849889515772045,0.5011689845263865,0.40639492634532637,0.4281957260419498,0.3615861793887607,0.727163677711018,0.5040314314715166,0.42314892211062105,0.4009789285856158,41.0,left
0.4738497724404329,0.2995059394389328,0.24774727245531025,0.22279455297390527,0.3775679048882612,0.3817500002570995,0.48480913509001144,0.39434702594756565,0.4190999482677169,0.3566963632121194,0.7266633591533154,0.48441912944314414,0.42079211921018,0.3867378101103416,42.0,left
0.4738497724404329,0.28525302328012714,0.24267569231594788,0.21878198157970696,0.37513555243894814,0.3868788539665218,0.4837706970590476,0.3769692113624865,0.3934899281445148,0.3428411942699032,0.7174587170506515,0.46742196700654226,0.40311115939443276,0.3635955688460131,43.0,left
0.479498125979954,0.29342463730779933,0.2457772881772089,0.21866817897682467,0.3667566489533147,0.37041058592119214,0.473902568799093,0.36468967148228426,0.38559105919135206,0.34202691468219193,0.7167583472797996,0.47439511929132383,0.3969825740238493,0.3696042292833912,44.0,left
0.4805442944378573,0.2998859303480286,0.2495075039304746,0.21918039907322628,0.36810818461394135,0.3636612283132017,0.4715655887350243,0.3700182620155532,0.39468683696558493,0.3518065470354763,0.7226613822662213,0.4846365736110343,0.40735520027432237,0.3867378101103416,45.0,left
0.47866150992457523,0.28221201031841936,0.24519049114241764,0.21781444268833372,0.35432416783544163,0.37203006158113894,0.48143371699497894,0.38484671863918507,0.4112010793145533,0.35370825717781074,0.7229614590859068,0.4702545507662039,0.4118335746998243,0.3796172508727045,46.0,left
0.47573255695355243,0.2753703644728782,0.24225666559767056,0.2171599151466247,0.35054079440032204,0.3644704520238662,0.47727897588262547,0.38994455212622636,0.4236478371547401,0.34963375525152607,0.7219610124953699,0.45652652030401786,0.4049974995442973,0.3707161280836502,47.0,left
0.4740585280656795,0.2799313410711175,0.24393309172916644,0.2170176618930052,0.3572974433536018,0.35205190136712794,0.46767095162461114,0.37279881824160555,0.4147918057781368,0.35234974498157,0.7197598775762786,0.44998908629467316,0.4009895878691889,0.3749442249697852,48.0,left
0.46485336112484,0.26035710459951744,0.24242427628497487,0.2150540792678558,0.3378375944107219,0.35421171636661164,0.4681901706401943,0.34939749467557224,0.3870268028268846,0.3471888471633111,0.711055554031395,0.43124822081700565,0.39556759445396317,0.36270571081226866,49.0,left
0.4566943626419038,0.24857449124649467,0.240999266184452,0.21371657353370044,0.3335132979065438,0.3604212487544789,0.47026704670212194,0.35704380368802724,0.3779319366358189,0.33822349439752486,0.7080540237348378,0.4116359187888028,0.38991036966335635,0.35558515157463155,50.0,left
0.4698746510115068,0.27290006166709624,0.24343010003804366,0.2152247831721681,0.3581080559451699,0.3620412385338412,0.4715655887350243,0.38623743797022847,0.3980369054483708,0.34447182277062005,0.7115558725890971,0.3974721700513495,0.391795811983636,0.3751671132200549,51.0,left
0.4776153414668345,0.2867729869168061,0.24326248935073913,0.2173591238933843,0.35918938740846684,0.3585313463651598,0.4767597568670423,0.39063991179174806,0.4085684268579506,0.3564252815705018,0.7146574284921896,0.3946387563522018,0.3998116353338519,0.38317753049143644,52.0,left
0.46924679058137464,0.2787913683436827,0.2411668768717563,0.21812750822968585,0.35594590769318657,0.3577216085350816,0.4658531905761256,0.370713621681074,0.40162763191176776,0.3520786633399542,0.719559826363207,0.4107644822380987,0.4021684382342938,0.3671558484649182,53.0,left
0.4715486798995423,0.2801216984218806,0.24200508993748793,0.21818440953113805,0.3778375944107726,0.37203006158113894,0.4614383454616311,0.36955498305067014,0.3994735606670714,0.34854632469690294,0.7186594053792055,0.4244933426397717,0.39863278496893173,0.36248282256199893,54.0,left
0.4801259864100862,0.2892432897224406,0.24506470331232633,0.21852587153149505,0.39162161118905914,0.38957900830512315,0.4868870001404373,0.3883226345307591,0.40713268322260365,0.35941338760481045,0.7161580031154835,0.42122421066518534,0.4040547783841575,0.3736094379190815,55.0,left
0.48326369500635646,0.2886736652548638,0.24602870420814926,0.21869662962753966,0.3856760895019562,0.38849935786508816,0.4970142434138305,0.39040783109110944,0.40737151803688043,0.3610429814428784,0.719559826363207,0.4223139213234379,0.401225717074154,0.3758340830035287,56.0,left
0.47573255695355243,0.2803116938764285,0.24410086204571302,0.21841206892861276,0.37162135385173123,0.36987076070106895,0.47546121483413994,0.3704815409806166,0.3980369054483708,0.35017695319761977,0.7196598519697428,0.42383935025695685,0.38283816530304815,0.3671558484649182,57.0,left
0.4711295750946567,0.27328005257634036,0.2419632670802747,0.21832666278473534,0.35513529510161845,0.35016199897780886,0.45754370835121794,0.36144583629134974,0.3906175292902816,0.34392862482452635,0.7134567401635574,0.41882734518096143,0.3818954441429083,0.3566978978588198,58.0,left
0.47573255695355243,0.27309005712164414,0.241041089041665,0.21807055273654563,0.3613515356606598,0.3552918809258525,0.4637753255256998,0.37789665172846565,0.39923381426944093,0.3455582186625943,0.7123562679664848,0.41621220558936045,0.391795811983636,0.3589225429430938,59.0,left
0.47907981795234633,0.285062665929364,0.24246625877143035,0.21807055273654563,0.3775679048882612,0.37391996397045624,0.47026704670212194,0.38600535726977014,0.4047388655802777,0.34936163894726135,0.7154578238695772,0.4125081852789947,0.3847236076233278,0.37405436693604077,60.0,left
0.48410031106173523,0.2909536107098827,0.24523247362884049,0.21909504712105898,0.37594565035590755,0.3809397483078172,0.47026704670212194,0.3718722603116591,0.3843941503702819,0.3474599288049287,0.7147574540987254,0.42623621574118076,0.3804804645730231,0.3765019002707577,61.0,left
