Time128Hz,Epoch,AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,EventId,ID_Chunk
,,118.55612951230383,118.57458032998771,118.4048552911693,117.69274225882532,117.45291675998564,118.30522368616661,117.59312470623374,118.35688035471243,118.2793953518937,118.03588109475663,118.3162969872586,118.68525713125726,118.56350702889573,118.98412384144022,,
,,548.56868630046,548.879147265819,548.1600057932794,544.7275659100488,543.8795257481905,547.4848960754739,544.1041497959648,548.1224533423508,547.889282696852,546.6256852710326,548.1006611161044,549.7935964408916,548.9238315627782,550.6418638057205,,
,,881.0476476294596,882.399997794637,881.323106607436,875.7815733681122,874.7378047886394,879.602665959998,874.0161176817735,881.978801220324,881.9388036488751,879.6984607598374,882.5376556295819,884.911369658111,882.8096167053038,884.7247343335107,,
,,210.67620706291007,212.97578358779685,212.40275478053002,212.2394862917978,211.50221190435892,211.28869393358693,210.0581394510761,214.93999501070942,215.56990538259367,214.98695174433885,216.263566632784,215.4444972490217,214.1129246791474,212.53306291702327,,
,,-1219.4986371752334,-1219.0935133216851,-1219.3543260623733,-1207.8089439185085,-1207.9536597046224,-1215.3447422125607,-1206.618072329296,-1214.4580358505848,-1213.641666345301,-1210.4254442449242,-1214.6449772548285,-1220.456650540922,-1217.559211521753,-1222.7724912290496,,
,,-1874.830676265267,-1878.9766554544235,-1879.9340101292912,-1863.778875287515,-1860.821895197131,-1870.0163417505466,-1857.1389203044441,-1875.4102624273214,-1875.7514307006575,-1871.5608599507523,-1879.782345473625,-1885.0247978729114,-1879.307129452282,-1881.9390125490875,,
,,-1110.0022150762397,-1115.0934115801497,-1114.7963378781787,-1108.5094298230117,-1102.3547883622873,-1109.5847988993567,-1105.0281841664262,-1119.1656044225701,-1121.4525152906592,-1120.0891806232094,-1124.6992110886679,-1122.5302924436282,-1121.0428341794347,-1117.4535715716438,,
,,56.10775927211749,57.29031597092401,63.338555821368445,55.67345136112938,56.168091333615465,51.68464552954843,44.31839467623142,42.821684972294904,39.52263797205089,39.60652506918544,42.841712831385735,51.32946380975969,45.71023425350103,50.318458972976444,,
,,606.457621136175,613.7793860146651,623.6587173831167,611.2386187755578,600.9936415081588,602.279917894217,592.0296005362864,597.458613983999,595.546639970267,597.4304867253222,602.7528792009958,610.1977415648696,604.222038442864,604.1826750144138,,
,,656.5795173150553,660.9824946087585,663.5959433366717,655.8233924279143,646.0364092703065,653.6509052768216,650.251145705113,656.2208873240733,657.8375464211866,659.6889948235424,660.046723140842,661.7823841048106,662.0533490665741,659.7480106878646,,
,,722.2726113910911,717.7234861032488,708.0139796310115,705.4444727599006,706.1877800257815,714.8047720282287,719.6275498056731,727.5393931041813,733.106903604852,730.7351247721114,728.8161606143863,726.7089455795985,729.7692744350658,729.9451852817539,,
,,822.2723762099492,813.4038741261402,802.2822264146273,800.3855858744703,805.4768779332076,812.8603514051238,821.3842394935331,831.0093792634394,838.5929808919346,831.2350923207423,833.2029749030322,830.4225877569656,830.0062304614586,831.2332947261625,,
,,688.4682941433173,683.9548885705833,681.7658707429639,679.6855526958914,683.0506814798199,692.7325457155835,699.3849849253171,704.3158834469381,709.8768180826261,701.0072874034989,704.5223285986674,699.9103768167606,698.4841874244362,695.9971898748851,,
,,332.00596214435535,332.761583722421,335.4131391841487,336.14384803408007,342.60056899907033,352.92507473400997,353.63773238366184,351.83401905119257,352.0684857509049,346.37986078857455,345.76993799742763,337.2233131371201,341.0577349601293,334.77913469950556,,
,,6.17437402898733,3.3453850933952225,6.228729564248624,7.851008121146521,18.112032654539462,19.6426203559558,14.011959374776836,12.486561312169925,7.657875861508884,8.240656848231936,6.1041362756257485,-3.6090967397402096,4.7444518694215105,0.22808030684090852,,
,,-176.80632922760108,-186.50049094288954,-179.58355151193678,-182.5238726386502,-176.7363069470042,-188.15730050356967,-197.63505596526858,-193.888901796095,-201.72916160248377,-194.2254846965568,-191.31077011701666,-197.7643488710866,-190.03507541760584,-188.0114085254138,,
,,-306.3721290686462,-307.6682907979175,-300.5225167653274,-303.741884131574,-304.25155657104796,-320.1449899173466,-331.12393844867194,-326.70147771348434,-335.89637151974904,-324.27034090034226,-317.20137329013846,-319.42593801115197,-314.7911868646828,-307.8518181320237,,
,,-432.0863919869825,-409.7651595790536,-415.67093931488876,-408.0639887864766,-407.27153809176514,-417.33289359492915,-426.7478707667819,-427.76187093485544,-434.7823710873117,-425.77055921345476,-421.6081356709036,-419.172383161043,-419.29336981100414,-414.21056348302307,,
,,-475.8472950676096,-443.3435958398975,-460.3689630251796,-444.4261961713153,-440.5780895943178,-445.32019857310485,-447.9473900228865,-453.50014377570733,-453.22088582610365,-452.031797420981,-453.2290737740607,-444.8847724974671,-452.15799920258587,-453.5694123251138,,
,,-386.20743427517334,-373.91294332346547,-381.2198859026519,-373.59200753903497,-375.08737818403745,-379.90895365903197,-373.95684784876585,-380.8034538241071,-373.2145562403024,-377.47171873120635,-379.0953403218598,-367.9543460401867,-380.22834580869335,-384.7913461410954,,
,,-230.75078273204278,-246.67262231277823,-234.99865363077078,-242.4192515369777,-254.42512108115045,-255.49896745959506,-246.42469960069724,-255.2398267543157,-247.4853582891102,-251.79615538209862,-250.7786132016966,-242.489742541125,-252.93869069541282,-252.30353192239994,,
,,-97.1251535037004,-120.0627513119948,-106.24179630834952,-116.67010872682049,-133.8804455262498,-123.55816681368734,-115.85017492764672,-125.74470114105036,-123.91183448661948,-127.7358833118313,-128.21533628286045,-123.07691028812415,-128.25571043500952,-118.8968715744109,,
,,2.4752013860721434,-8.809208952879374,-10.01715123897796,-11.698784335585032,-25.953821945656173,-9.346725396208981,-0.5923429393032222,-4.441040376717709,-6.856048028365592,-12.035843256724505,-17.664442035759947,-12.904895663193443,-15.154629810611581,-4.144728142838872,,
,,91.03641847269195,88.7585128945174,79.41377694579066,82.99654734593904,75.8598604290668,85.96388255954861,96.20202173092267,102.28065356855134,101.43627489080706,96.82638657147854,88.50765964331038,91.51769914437838,90.52195742817995,91.99964624402995,,
,,161.71592155795656,159.06243945119894,158.4074558075916,158.29794230872912,159.13955614633733,160.07419953882322,164.39116792953834,174.07988389497848,177.3730959160544,176.98790168135696,168.93468030295097,167.3275991782494,169.93348495709927,159.68829493256666,,
,,192.79827283102662,189.60461964170844,197.76619046961582,194.89529943716965,202.13975838866423,199.05281802673161,191.7441591250755,198.9418244246729,203.63136125703028,207.54473891960987,200.33700499840165,195.22332170610417,203.14364078864082,191.26733875453425,,
,,185.5385628721391,186.96840927392714,190.67105574604398,191.87861692734188,201.69533352669424,194.5863954835288,179.34613531557966,187.0931713569178,189.0723491452747,193.92810512999773,190.44825837369874,184.94734081106557,194.47527006819632,190.5257581083252,,
,,156.62008963284939,163.46575831567202,158.44448097633813,162.96078646323252,171.7728018251476,158.77596662994483,144.22870635247688,155.87086838870118,154.26975851958986,157.12863978457472,161.50887301547613,156.6023354196262,162.0780548375411,163.32865291458816,,
