,AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
2581,4092.5642089844,4057.5642089844,4097.3076171875,4104.7436523438,4089.2307128906,4095.1281738281,4120.7690429688,4074.3588867188,4086.41015625,4075.0,4035.0,4070.7692871094,4098.4614257813,4090.0
2582,4090.3845214844,4062.6923828125,4097.1796875,4105.6411132813,4075.5129394531,4096.1538085938,4120.2563476563,4075.2563476563,4081.0256347656,4072.6923828125,4036.1538085938,4077.4357910156,4096.2822265625,4088.58984375
2583,4088.8461914063,4064.8718261719,4098.8461914063,4103.7177734375,4078.8461914063,4088.4614257813,4118.58984375,4086.794921875,4091.0256347656,4081.0256347656,4040.3845214844,4096.0258789063,4103.3334960938,4092.8205566406
2584,4094.4870605469,4065.6411132813,4099.7436523438,4105.5126953125,4096.0258789063,4095.1281738281,4126.0258789063,4098.3334960938,4105.1284179688,4090.2563476563,4047.1794433594,4123.0771484375,4111.1538085938,4102.9487304688
2585,4099.615234375,4071.794921875,4104.3588867188,4117.5639648438,4101.5385742188,4108.9741210938,4139.615234375,4107.9487304688,4111.9228515625,4094.2307128906,4055.7692871094,4121.5385742188,4117.8203125,4108.58984375
2586,4101.9228515625,4077.5642089844,4109.615234375,4122.4360351563,4098.0771484375,4108.205078125,4140.1284179688,4111.794921875,4116.794921875,4095.3845214844,4063.4614257813,4099.4873046875,4125.0,4110.5126953125
2587,4099.8715820313,4075.3845214844,4106.794921875,4109.1025390625,4084.6154785156,4096.2822265625,4124.7436523438,4100.0,4109.2309570313,4093.0769042969,4059.1025390625,4089.2307128906,4118.3334960938,4107.8203125
2588,4097.9487304688,4072.9487304688,4102.3076171875,4104.3588867188,4077.6923828125,4090.6411132813,4117.6923828125,4091.2819824219,4094.4870605469,4089.1025390625,4050.7692871094,4088.7180175781,4108.8461914063,4102.6923828125
2589,4106.2822265625,4075.8974609375,4108.0771484375,4119.7436523438,4092.8205566406,4097.4360351563,4129.7436523438,4101.794921875,4105.384765625,4091.794921875,4061.5385742188,4094.1025390625,4118.4614257813,4110.0
2590,4112.9487304688,4075.3845214844,4116.2822265625,4125.8974609375,4100.1284179688,4106.1538085938,4136.41015625,4110.6411132813,4121.9228515625,4097.4360351563,4077.4357910156,4104.7436523438,4127.8203125,4123.205078125
2591,4110.2563476563,4077.9487304688,4117.5639648438,4119.4873046875,4093.8461914063,4106.41015625,4126.6665039063,4106.1538085938,4114.3588867188,4097.3076171875,4078.3332519531,4108.58984375,4125.0,4127.4360351563
2592,4112.3076171875,4084.6154785156,4113.9741210938,4122.0512695313,4096.9228515625,4100.5126953125,4119.7436523438,4098.7177734375,4104.615234375,4093.58984375,4071.5385742188,4106.794921875,4122.8203125,4126.5385742188
2593,4112.3076171875,4082.5642089844,4106.41015625,4122.9487304688,4102.5639648438,4100.7690429688,4123.0771484375,4095.2563476563,4107.1796875,4090.1281738281,4065.5129394531,4103.205078125,4120.8974609375,4126.1538085938
2594,4105.8974609375,4076.41015625,4101.1538085938,4116.1538085938,4101.5385742188,4105.384765625,4123.8461914063,4098.205078125,4108.8461914063,4089.4870605469,4058.3332519531,4092.0512695313,4114.3588867188,4122.9487304688
2595,4106.6665039063,4078.205078125,4103.58984375,4117.5639648438,4105.5126953125,4107.6923828125,4125.1284179688,4105.384765625,4109.3588867188,4090.5129394531,4051.5385742188,4088.0769042969,4110.384765625,4123.0771484375
2596,4111.9228515625,4082.8205566406,4104.4873046875,4122.5639648438,4109.2309570313,4108.9741210938,4128.8461914063,4107.6923828125,4113.0771484375,4086.41015625,4048.0769042969,4094.1025390625,4110.2563476563,4126.5385742188
2597,4107.6923828125,4080.1281738281,4098.7177734375,4115.6411132813,4100.6411132813,4108.0771484375,4126.0258789063,4099.4873046875,4106.0258789063,4077.4357910156,4040.8974609375,4084.7436523438,4105.1284179688,4121.0258789063
2598,4100.2563476563,4075.3845214844,4091.0256347656,4108.7177734375,4090.5129394531,4104.4873046875,4119.8715820313,4087.8205566406,4094.1025390625,4073.205078125,4036.2819824219,4072.4357910156,4100.2563476563,4113.9741210938
2599,4106.0258789063,4074.8718261719,4092.4357910156,4111.1538085938,4093.0769042969,4105.0,4120.8974609375,4090.0,4095.3845214844,4075.3845214844,4040.6411132813,4081.5385742188,4104.1025390625,4119.1025390625
2600,4113.8461914063,4080.2563476563,4101.9228515625,4113.7177734375,4107.5639648438,4109.615234375,4131.41015625,4101.0258789063,4103.7177734375,4077.0512695313,4047.4357910156,4092.1794433594,4109.2309570313,4131.2822265625
2601,4111.41015625,4084.6154785156,4101.1538085938,4111.2822265625,4109.8715820313,4108.58984375,4136.794921875,4100.384765625,4103.58984375,4077.6923828125,4045.2563476563,4094.2307128906,4105.8974609375,4136.5385742188
2602,4113.4614257813,4082.3076171875,4098.58984375,4114.1025390625,4100.5126953125,4104.7436523438,4129.3588867188,4094.6154785156,4103.205078125,4079.8718261719,4046.9230957031,4104.2309570313,4104.4873046875,4138.7177734375
2603,4117.0512695313,4077.3076171875,4100.2563476563,4116.794921875,4093.58984375,4103.3334960938,4121.0258789063,4094.6154785156,4105.384765625,4081.41015625,4057.1794433594,4115.1284179688,4110.6411132813,4141.41015625
2604,4115.384765625,4075.6411132813,4100.1284179688,4113.58984375,4093.8461914063,4102.8203125,4123.4614257813,4099.7436523438,4104.4873046875,4085.6411132813,4061.5385742188,4112.4360351563,4114.8715820313,4141.0258789063
2605,4116.5385742188,4079.6154785156,4100.8974609375,4113.3334960938,4097.3076171875,4104.4873046875,4128.58984375,4114.1025390625,4114.1025390625,4093.7180175781,4061.6667480469,4110.5126953125,4113.9741210938,4141.794921875
2606,4117.3076171875,4078.0769042969,4098.8461914063,4112.6923828125,4093.4614257813,4106.41015625,4124.8715820313,4119.8715820313,4120.7690429688,4088.205078125,4055.7692871094,4107.1796875,4108.8461914063,4141.0258789063
2607,4113.9741210938,4072.5642089844,4097.0512695313,4110.8974609375,4089.8718261719,4105.0,4120.2563476563,4107.0512695313,4108.58984375,4079.1025390625,4048.8461914063,4101.9228515625,4109.4873046875,4144.1025390625
2608,4117.3076171875,4077.4357910156,4101.9228515625,4118.58984375,4091.1538085938,4103.8461914063,4121.6665039063,4105.0,4104.1025390625,4086.0256347656,4056.41015625,4114.4873046875,4118.9741210938,4154.3588867188
2609,4124.7436523438,4085.0,4105.0,4123.0771484375,4094.6154785156,4107.6923828125,4125.8974609375,4116.1538085938,4111.1538085938,4090.2563476563,4061.6667480469,4125.5126953125,4121.0258789063,4160.1284179688
2610,4119.1025390625,4076.9230957031,4097.1796875,4113.205078125,4101.2822265625,4109.1025390625,4125.7690429688,4113.205078125,4108.58984375,4076.0256347656,4045.1281738281,4113.0771484375,4109.7436523438,4152.9487304688
2611,4116.794921875,4069.3588867188,4095.2563476563,4112.5639648438,4107.0512695313,4106.5385742188,4124.2309570313,4110.7690429688,4105.1284179688,4073.8461914063,4038.58984375,4109.8715820313,4106.9228515625,4150.7690429688
2612,4127.6923828125,4079.1025390625,4102.3076171875,4124.4873046875,4105.7690429688,4105.6411132813,4123.205078125,4118.4614257813,4110.1284179688,4088.205078125,4056.41015625,4126.1538085938,4116.794921875,4159.1025390625
2613,4122.5639648438,4083.58984375,4099.2309570313,4123.58984375,4105.2563476563,4106.5385742188,4120.7690429688,4113.58984375,4108.9741210938,4085.3845214844,4056.9230957031,4123.58984375,4115.5126953125,4158.58984375
2614,4109.2309570313,4077.4357910156,4091.41015625,4119.1025390625,4104.8715820313,4106.41015625,4119.7436523438,4103.3334960938,4104.7436523438,4074.1025390625,4040.0,4107.3076171875,4106.1538085938,4151.6665039063
2615,4111.794921875,4073.205078125,4091.5385742188,4122.1796875,4091.6667480469,4103.205078125,4119.3588867188,4106.0258789063,4106.41015625,4074.7436523438,4035.3845214844,4105.5126953125,4104.1025390625,4148.58984375
2616,4118.0771484375,4077.0512695313,4099.3588867188,4122.5639648438,4092.1794433594,4101.794921875,4121.6665039063,4114.3588867188,4109.615234375,4079.7436523438,4046.794921875,4109.3588867188,4110.1284179688,4151.9228515625
2617,4118.4614257813,4086.1538085938,4106.1538085938,4123.58984375,4107.5639648438,4104.8715820313,4122.3076171875,4115.6411132813,4110.1284179688,4079.3588867188,4058.4614257813,4112.0512695313,4114.4873046875,4158.4614257813
2618,4110.6411132813,4085.2563476563,4099.2309570313,4123.58984375,4099.3588867188,4104.615234375,4119.4873046875,4108.9741210938,4104.7436523438,4075.2563476563,4052.8205566406,4107.6923828125,4108.3334960938,4154.615234375
2619,4099.3588867188,4074.1025390625,4086.2819824219,4114.1025390625,4090.6411132813,4103.8461914063,4120.7690429688,4104.7436523438,4103.3334960938,4073.205078125,4041.6667480469,4100.2563476563,4102.3076171875,4143.205078125
2620,4096.6665039063,4071.6667480469,4083.7180175781,4105.7690429688,4102.0512695313,4107.1796875,4118.205078125,4106.0258789063,4108.0771484375,4073.205078125,4043.0769042969,4101.1538085938,4105.6411132813,4138.8461914063
2621,4096.6665039063,4074.8718261719,4081.0256347656,4106.1538085938,4098.7177734375,4105.1284179688,4111.6665039063,4108.3334960938,4111.0258789063,4076.41015625,4048.0769042969,4104.1025390625,4109.3588867188,4139.8715820313
2622,4095.8974609375,4069.8718261719,4076.6667480469,4107.1796875,4083.3332519531,4099.2309570313,4113.0771484375,4106.6665039063,4113.9741210938,4077.6923828125,4044.7436523438,4101.1538085938,4106.2822265625,4136.0258789063
2623,4099.8715820313,4069.8718261719,4082.9487304688,4107.0512695313,4092.9487304688,4104.615234375,4122.0512695313,4106.6665039063,4119.8715820313,4075.7692871094,4042.5642089844,4106.5385742188,4108.9741210938,4137.6923828125
2624,4108.3334960938,4079.2307128906,4091.6667480469,4109.3588867188,4102.1796875,4109.1025390625,4121.794921875,4113.3334960938,4123.7177734375,4079.7436523438,4047.0512695313,4120.0,4116.6665039063,4149.2309570313
2625,4115.384765625,4078.9743652344,4097.9487304688,4109.8715820313,4091.2819824219,4101.2822265625,4113.205078125,4121.2822265625,4125.384765625,4088.9743652344,4051.794921875,4125.0,4118.8461914063,4156.41015625
2626,4114.4873046875,4073.7180175781,4099.3588867188,4109.1025390625,4088.9743652344,4095.5129394531,4109.3588867188,4125.1284179688,4125.2563476563,4090.6411132813,4058.58984375,4125.2563476563,4122.1796875,4158.0771484375
2627,4111.5385742188,4073.7180175781,4095.7692871094,4107.8203125,4091.794921875,4099.2309570313,4111.5385742188,4118.3334960938,4115.384765625,4080.7692871094,4061.41015625,4121.6665039063,4124.3588867188,4155.384765625
2628,4111.41015625,4075.8974609375,4096.1538085938,4106.2822265625,4091.9230957031,4107.4360351563,4113.9741210938,4109.8715820313,4102.8203125,4074.7436523438,4054.1025390625,4112.1796875,4117.6923828125,4142.8203125
2629,4107.6923828125,4077.5642089844,4100.8974609375,4108.205078125,4101.1538085938,4108.0771484375,4110.0,4106.0258789063,4100.5126953125,4075.0,4046.41015625,4102.8203125,4108.3334960938,4126.0258789063
2630,4097.5639648438,4074.6154785156,4094.8718261719,4108.0771484375,4100.6411132813,4094.7436523438,4102.3076171875,4098.205078125,4101.9228515625,4072.3076171875,4045.0,4096.794921875,4103.9741210938,4120.0
2631,4096.9228515625,4074.2307128906,4085.5129394531,4106.5385742188,4092.9487304688,4091.1538085938,4101.6665039063,4098.4614257813,4111.2822265625,4074.1025390625,4050.2563476563,4100.384765625,4110.6411132813,4130.384765625
2632,4106.9228515625,4078.4614257813,4091.5385742188,4108.9741210938,4096.9228515625,4105.8974609375,4107.4360351563,4117.0512695313,4131.9228515625,4087.1794433594,4058.3332519531,4114.1025390625,4124.2309570313,4142.0512695313
2633,4107.9487304688,4077.8205566406,4093.9743652344,4107.0512695313,4097.4360351563,4107.8203125,4110.6411132813,4126.9228515625,4136.2822265625,4094.1025390625,4061.0256347656,4118.4614257813,4126.2822265625,4143.0771484375
2634,4107.4360351563,4074.4870605469,4087.8205566406,4101.1538085938,4093.3332519531,4097.6923828125,4110.0,4116.1538085938,4123.7177734375,4086.5385742188,4055.3845214844,4109.2309570313,4116.9228515625,4140.0
2635,4112.4360351563,4076.794921875,4091.5385742188,4105.2563476563,4102.3076171875,4103.205078125,4112.6923828125,4113.205078125,4122.3076171875,4081.5385742188,4052.0512695313,4107.1796875,4112.3076171875,4137.0512695313
2636,4105.0,4075.6411132813,4091.0256347656,4104.2309570313,4099.8715820313,4106.9228515625,4110.2563476563,4114.2309570313,4121.1538085938,4077.4357910156,4048.3332519531,4101.9228515625,4109.4873046875,4126.794921875
2637,4094.3588867188,4070.5129394531,4083.3332519531,4094.7436523438,4085.3845214844,4099.4873046875,4102.5639648438,4102.9487304688,4105.5126953125,4067.1794433594,4041.1538085938,4088.4614257813,4103.8461914063,4115.1284179688
2638,4098.8461914063,4082.1794433594,4086.2819824219,4102.4360351563,4097.8203125,4101.2822265625,4103.205078125,4103.8461914063,4104.2309570313,4068.8461914063,4047.4357910156,4092.3076171875,4106.2822265625,4122.8203125
2639,4103.4614257813,4093.58984375,4090.8974609375,4110.0,4111.5385742188,4106.5385742188,4109.2309570313,4114.1025390625,4114.1025390625,4078.7180175781,4057.3076171875,4112.3076171875,4110.8974609375,4136.9228515625
2640,4099.1025390625,4083.4614257813,4090.5129394531,4101.5385742188,4099.615234375,4105.6411132813,4108.0771484375,4111.9228515625,4111.2822265625,4075.3845214844,4051.9230957031,4122.6923828125,4107.4360351563,4133.4614257813
2641,4098.0771484375,4074.7436523438,4090.5129394531,4101.1538085938,4088.205078125,4103.3334960938,4105.5126953125,4109.4873046875,4110.1284179688,4068.9743652344,4046.9230957031,4116.6665039063,4106.0258789063,4122.1796875
2642,4107.1796875,4084.8718261719,4091.5385742188,4109.1025390625,4094.8718261719,4105.384765625,4113.3334960938,4122.6923828125,4123.7177734375,4079.3588867188,4057.1794433594,4115.2563476563,4114.1025390625,4128.0771484375
2643,4112.5639648438,4093.8461914063,4096.2822265625,4106.9228515625,4110.8974609375,4113.7177734375,4121.9228515625,4132.6923828125,4136.5385742188,4092.3076171875,4067.6923828125,4122.8203125,4122.6923828125,4143.0771484375
2644,4103.3334960938,4091.794921875,4097.5639648438,4106.1538085938,4107.5639648438,4116.9228515625,4119.2309570313,4128.3334960938,4137.4360351563,4087.9487304688,4066.5385742188,4121.5385742188,4123.9741210938,4142.0512695313
2645,4096.6665039063,4086.5385742188,4090.3845214844,4106.9228515625,4090.8974609375,4107.4360351563,4113.0771484375,4121.2822265625,4126.794921875,4074.8718261719,4055.3845214844,4105.1284179688,4114.8715820313,4126.5385742188
2646,4100.8974609375,4083.205078125,4086.6667480469,4100.2563476563,4100.6411132813,4107.9487304688,4113.8461914063,4119.2309570313,4122.0512695313,4073.4614257813,4043.9743652344,4093.205078125,4105.7690429688,4118.4614257813
2647,4100.7690429688,4081.5385742188,4090.7692871094,4097.0512695313,4115.8974609375,4117.1796875,4112.6923828125,4118.7177734375,4125.7690429688,4077.0512695313,4043.205078125,4096.2822265625,4105.6411132813,4122.5639648438
2648,4089.8718261719,4075.1281738281,4091.0256347656,4093.7180175781,4100.2563476563,4109.1025390625,4105.1284179688,4112.1796875,4116.5385742188,4069.1025390625,4044.1025390625,4102.1796875,4107.1796875,4118.7177734375
2649,4086.41015625,4076.5385742188,4090.0,4092.9487304688,4095.6411132813,4102.5639648438,4105.2563476563,4108.7177734375,4107.6923828125,4065.6411132813,4042.4357910156,4111.41015625,4104.1025390625,4113.0771484375
2650,4095.7692871094,4088.58984375,4092.4357910156,4101.41015625,4107.6923828125,4108.9741210938,4109.3588867188,4113.0771484375,4115.2563476563,4071.41015625,4044.3588867188,4113.58984375,4103.58984375,4117.8203125
2651,4099.3588867188,4093.0769042969,4098.205078125,4108.4614257813,4102.6923828125,4111.1538085938,4108.4614257813,4119.4873046875,4124.2309570313,4076.41015625,4055.6411132813,4111.2822265625,4114.2309570313,4122.9487304688
2652,4096.1538085938,4089.4870605469,4103.7177734375,4109.7436523438,4101.1538085938,4109.4873046875,4106.41015625,4122.9487304688,4128.4614257813,4081.1538085938,4069.6154785156,4127.3076171875,4125.1284179688,4124.2309570313
2653,4093.7180175781,4088.3332519531,4097.5639648438,4108.3334960938,4110.8974609375,4109.2309570313,4103.58984375,4116.5385742188,4125.6411132813,4081.6667480469,4065.1281738281,4146.1538085938,4119.2309570313,4122.6923828125
2654,4091.1538085938,4088.7180175781,4086.9230957031,4105.5126953125,4106.9228515625,4108.0771484375,4102.5639648438,4110.2563476563,4118.7177734375,4075.5129394531,4052.3076171875,4141.41015625,4106.2822265625,4121.5385742188
2655,4096.1538085938,4092.5642089844,4090.3845214844,4105.8974609375,4099.4873046875,4108.58984375,4105.1284179688,4114.4873046875,4117.6923828125,4074.1025390625,4055.0,4124.4873046875,4110.0,4122.0512695313
2656,4102.3076171875,4098.205078125,4099.2309570313,4111.0258789063,4107.0512695313,4112.0512695313,4107.5639648438,4121.5385742188,4124.7436523438,4081.41015625,4063.4614257813,4114.2309570313,4121.2822265625,4124.615234375
2657,4100.6411132813,4092.6923828125,4098.0771484375,4112.3076171875,4112.0512695313,4110.8974609375,4106.794921875,4124.8715820313,4128.4614257813,4083.8461914063,4062.3076171875,4109.2309570313,4119.3588867188,4125.2563476563
2658,4101.6665039063,4089.8718261719,4096.5385742188,4112.8203125,4107.5639648438,4107.9487304688,4102.1796875,4123.7177734375,4127.0512695313,4079.4870605469,4058.58984375,4107.3076171875,4111.9228515625,4126.0258789063
2659,4102.1796875,4096.0258789063,4093.58984375,4112.1796875,4105.7690429688,4109.3588867188,4095.5129394531,4112.4360351563,4122.4360351563,4075.0,4053.8461914063,4099.8715820313,4107.8203125,4125.0
2660,4097.6923828125,4095.5129394531,4087.3076171875,4112.5639648438,4106.1538085938,4110.5126953125,4094.3588867188,4102.6923828125,4118.7177734375,4073.58984375,4047.0512695313,4088.58984375,4104.615234375,4117.9487304688
2661,4098.4614257813,4098.3334960938,4092.1794433594,4119.3588867188,4109.615234375,4108.7177734375,4098.205078125,4115.5126953125,4121.9228515625,4076.1538085938,4049.6154785156,4092.8205566406,4105.8974609375,4119.2309570313
2662,4100.384765625,4105.5126953125,4097.5639648438,4118.8461914063,4109.2309570313,4106.5385742188,4093.58984375,4123.9741210938,4122.1796875,4077.4357910156,4057.4357910156,4100.7690429688,4111.794921875,4126.794921875
2663,4095.8974609375,4097.8203125,4088.9743652344,4109.3588867188,4096.9228515625,4105.6411132813,4087.8205566406,4109.1025390625,4118.3334960938,4075.5129394531,4054.6154785156,4094.4870605469,4109.1025390625,4124.7436523438
2664,4092.9487304688,4090.3845214844,4085.2563476563,4107.1796875,4095.3845214844,4104.3588867188,4090.8974609375,4106.41015625,4120.384765625,4074.6154785156,4051.794921875,4091.6667480469,4105.1284179688,4120.0
2665,4099.8715820313,4101.6665039063,4092.8205566406,4109.7436523438,4109.2309570313,4105.8974609375,4093.4614257813,4120.5126953125,4125.1284179688,4076.1538085938,4058.205078125,4096.41015625,4113.7177734375,4127.1796875
2666,4105.1284179688,4108.9741210938,4092.9487304688,4109.1025390625,4108.58984375,4107.0512695313,4088.58984375,4118.0771484375,4121.794921875,4076.0256347656,4060.1281738281,4092.6923828125,4117.8203125,4137.3076171875
2667,4101.9228515625,4103.8461914063,4093.9743652344,4114.2309570313,4099.8715820313,4104.4873046875,4088.0769042969,4108.3334960938,4117.6923828125,4075.5129394531,4060.5129394531,4089.3588867188,4115.6411132813,4138.9741210938
2668,4102.9487304688,4104.8715820313,4104.2309570313,4121.1538085938,4106.9228515625,4108.3334960938,4096.41015625,4111.0258789063,4121.0258789063,4077.3076171875,4066.2819824219,4098.0771484375,4119.615234375,4138.9741210938
2669,4104.7436523438,4107.5639648438,4102.4360351563,4114.3588867188,4110.5126953125,4112.1796875,4096.794921875,4111.6665039063,4122.5639648438,4077.0512695313,4064.1025390625,4104.2309570313,4118.9741210938,4139.7436523438
2670,4101.41015625,4104.1025390625,4092.5642089844,4109.2309570313,4102.6923828125,4107.4360351563,4088.7180175781,4106.794921875,4120.0,4073.0769042969,4051.41015625,4096.1538085938,4108.0771484375,4135.5126953125
2671,4099.1025390625,4106.2822265625,4092.3076171875,4118.58984375,4108.3334960938,4108.205078125,4089.8718261719,4109.2309570313,4123.3334960938,4072.9487304688,4044.7436523438,4089.8718261719,4105.5126953125,4128.4614257813
2672,4094.7436523438,4110.5126953125,4091.0256347656,4119.8715820313,4115.1284179688,4110.2563476563,4090.5129394531,4110.1284179688,4123.7177734375,4074.7436523438,4044.7436523438,4090.3845214844,4106.1538085938,4121.1538085938
2673,4091.2819824219,4107.8203125,4090.3845214844,4112.9487304688,4108.9741210938,4105.8974609375,4082.6923828125,4105.1284179688,4118.3334960938,4073.4614257813,4049.4870605469,4091.41015625,4105.5126953125,4121.2822265625
2674,4094.6154785156,4104.2309570313,4099.4873046875,4117.4360351563,4105.1284179688,4106.1538085938,4085.6411132813,4106.794921875,4121.6665039063,4074.4870605469,4059.1025390625,4098.4614257813,4113.3334960938,4130.0
2675,4101.794921875,4106.6665039063,4105.0,4125.5126953125,4107.3076171875,4108.9741210938,4091.9230957031,4115.384765625,4129.615234375,4077.4357910156,4062.5642089844,4107.4360351563,4120.7690429688,4136.0258789063
2676,4102.4360351563,4109.2309570313,4102.6923828125,4124.7436523438,4106.9228515625,4105.7690429688,4085.0,4119.615234375,4127.1796875,4076.1538085938,4060.3845214844,4110.8974609375,4119.4873046875,4137.9487304688
2677,4097.4360351563,4108.3334960938,4094.2307128906,4119.3588867188,4106.5385742188,4106.0258789063,4083.0769042969,4118.8461914063,4120.1284179688,4072.3076171875,4053.7180175781,4107.1796875,4113.8461914063,4136.1538085938
2678,4098.8461914063,4106.2822265625,4088.0769042969,4115.5126953125,4106.6665039063,4110.5126953125,4092.1794433594,4120.1284179688,4125.0,4074.7436523438,4049.1025390625,4099.615234375,4112.4360351563,4131.41015625
2679,4099.8715820313,4105.384765625,4091.41015625,4112.6923828125,4106.2822265625,4115.2563476563,4094.8718261719,4122.5639648438,4135.2563476563,4083.3332519531,4059.6154785156,4097.6923828125,4117.1796875,4125.6411132813
2680,4098.4614257813,4106.41015625,4093.9743652344,4113.3334960938,4113.7177734375,4118.3334960938,4091.2819824219,4121.2822265625,4139.615234375,4089.3588867188,4074.6154785156,4105.1284179688,4125.384765625,4126.41015625
2681,4100.384765625,4105.7690429688,4088.9743652344,4108.8461914063,4117.8203125,4115.8974609375,4092.3076171875,4121.9228515625,4134.8715820313,4090.3845214844,4080.0,4108.9741210938,4133.8461914063,4132.6923828125
2682,4102.4360351563,4099.7436523438,4083.8461914063,4097.6923828125,4108.0771484375,4110.1284179688,4093.58984375,4124.7436523438,4129.8715820313,4090.5129394531,4085.0,4109.615234375,4136.5385742188,4136.794921875
2683,4099.4873046875,4093.0769042969,4085.6411132813,4092.3076171875,4101.9228515625,4108.205078125,4091.2819824219,4125.7690429688,4134.7436523438,4091.6667480469,4096.9228515625,4118.205078125,4136.794921875,4136.794921875
2684,4092.0512695313,4089.8718261719,4081.41015625,4088.9743652344,4107.0512695313,4111.6665039063,4092.8205566406,4129.615234375,4142.3076171875,4094.4870605469,4104.615234375,4124.2309570313,4143.7177734375,4135.1284179688
2685,4089.8718261719,4089.1025390625,4072.3076171875,4080.5129394531,4103.0771484375,4113.8461914063,4097.0512695313,4130.1284179688,4140.7690429688,4096.5385742188,4110.0,4123.8461914063,4153.4614257813,4136.41015625
2686,4092.9487304688,4089.7436523438,4072.8205566406,4074.2307128906,4095.2563476563,4110.8974609375,4095.0,4123.0771484375,4134.615234375,4095.5129394531,4118.58984375,4122.9487304688,4153.205078125,4137.9487304688
2687,4113.9741210938,4107.1796875,4121.41015625,4107.8203125,4094.1025390625,4105.384765625,4092.1794433594,4106.9228515625,4112.6923828125,4110.7690429688,4124.8715820313,4105.6411132813,4109.1025390625,4158.205078125
2688,4112.6923828125,4100.6411132813,4113.4614257813,4099.615234375,4102.5639648438,4104.8715820313,4095.2563476563,4103.4614257813,4110.7690429688,4107.9487304688,4115.7690429688,4098.4614257813,4107.9487304688,4155.7690429688
2689,4106.0258789063,4094.7436523438,4115.0,4097.8203125,4103.205078125,4106.9228515625,4095.3845214844,4097.3076171875,4107.6923828125,4107.3076171875,4107.5639648438,4092.3076171875,4104.8715820313,4153.8461914063
2690,4105.0,4092.9487304688,4119.3588867188,4105.8974609375,4097.9487304688,4105.384765625,4089.8718261719,4092.0512695313,4105.2563476563,4107.0512695313,4107.4360351563,4092.6923828125,4104.4873046875,4150.7690429688
2691,4110.1284179688,4096.5385742188,4121.2822265625,4109.7436523438,4102.9487304688,4103.58984375,4090.1281738281,4095.2563476563,4107.4360351563,4108.4614257813,4111.1538085938,4093.7180175781,4108.4614257813,4151.1538085938
2692,4112.0512695313,4105.5126953125,4123.0771484375,4109.4873046875,4109.2309570313,4106.9228515625,4090.6411132813,4097.0512695313,4106.2822265625,4107.1796875,4113.0771484375,4092.0512695313,4107.1796875,4153.7177734375
2693,4106.794921875,4104.4873046875,4121.0258789063,4108.205078125,4103.4614257813,4104.1025390625,4081.6667480469,4086.1538085938,4095.3845214844,4096.2822265625,4104.3588867188,4083.9743652344,4096.0258789063,4150.2563476563
2694,4101.1538085938,4096.1538085938,4118.8461914063,4106.2822265625,4101.0258789063,4100.6411132813,4082.9487304688,4085.2563476563,4091.9230957031,4091.9230957031,4098.8461914063,4077.1794433594,4090.3845214844,4149.8715820313
2695,4105.6411132813,4096.2822265625,4118.4614257813,4105.384765625,4105.2563476563,4106.5385742188,4096.0258789063,4095.6411132813,4098.7177734375,4098.3334960938,4104.7436523438,4079.8718261719,4095.3845214844,4153.8461914063
2696,4106.1538085938,4094.4870605469,4113.7177734375,4102.9487304688,4102.6923828125,4110.2563476563,4095.8974609375,4094.4870605469,4097.3076171875,4094.7436523438,4099.615234375,4078.4614257813,4094.8718261719,4146.0258789063
2697,4096.41015625,4091.5385742188,4107.8203125,4101.1538085938,4099.1025390625,4106.6665039063,4088.0769042969,4088.58984375,4093.58984375,4089.7436523438,4089.3588867188,4070.7692871094,4090.1281738281,4135.7690429688
2698,4098.58984375,4104.4873046875,4115.384765625,4109.7436523438,4103.7177734375,4106.6665039063,4090.3845214844,4092.9487304688,4099.3588867188,4099.1025390625,4096.6665039063,4075.7692871094,4095.5129394531,4142.4360351563
2699,4108.0771484375,4116.2822265625,4127.3076171875,4120.2563476563,4108.8461914063,4109.2309570313,4093.58984375,4096.0258789063,4105.7690429688,4108.0771484375,4112.0512695313,4090.2563476563,4104.4873046875,4155.384765625
2700,4110.384765625,4110.8974609375,4132.0512695313,4122.9487304688,4107.9487304688,4107.9487304688,4089.6154785156,4093.8461914063,4104.4873046875,4107.5639648438,4120.8974609375,4101.0258789063,4110.384765625,4161.5385742188
2701,4112.8203125,4107.9487304688,4136.5385742188,4122.5639648438,4109.2309570313,4109.8715820313,4088.8461914063,4101.6665039063,4104.615234375,4108.4614257813,4125.384765625,4108.58984375,4117.0512695313,4167.0512695313
2702,4116.2822265625,4113.8461914063,4136.794921875,4120.7690429688,4109.4873046875,4108.4614257813,4091.2819824219,4110.2563476563,4114.2309570313,4114.4873046875,4131.5385742188,4109.2309570313,4124.4873046875,4173.3334960938
2703,4118.7177734375,4112.1796875,4132.0512695313,4116.9228515625,4103.3334960938,4100.384765625,4088.9743652344,4110.1284179688,4122.5639648438,4122.9487304688,4138.58984375,4107.9487304688,4127.8203125,4174.1025390625
2704,4116.5385742188,4101.2822265625,4126.6665039063,4109.615234375,4100.6411132813,4102.8203125,4095.1281738281,4111.1538085938,4123.3334960938,4127.9487304688,4136.6665039063,4109.8715820313,4126.5385742188,4172.0512695313
